preferred_label,entity_type,source,aliases,AIC,ATC,RXCUI,DDINTER
Iron sucrose,DRUG,DDInter,Iron sucrose,,,,DDInter978
Isatuximab,DRUG,DDInter,Isatuximab,,,,DDInter979
Anisindione,DRUG,DDInter,Anisindione,,,,DDInter98
Isavuconazonium,DRUG,DDInter,Isavuconazonium,,,,DDInter980
Isocarboxazid,DRUG,DDInter,Isocarboxazid,,,,DDInter981
Isoetharine,DRUG,DDInter,Isoetharine,,,,DDInter982
Isoflurane,DRUG,DDInter,Isoflurane,,,,DDInter983
Isoflurophate (ophthalmic),DRUG,DDInter,Isoflurophate (ophthalmic),,,,DDInter984
Isometheptene,DRUG,DDInter,Isometheptene,,,,DDInter985
Isoniazid,DRUG,DDInter,Isoniazid,,,,DDInter986
Isoprenaline,DRUG,DDInter,Isoprenaline,,,,DDInter987
Isosorbide,DRUG,DDInter,Isosorbide,,,,DDInter988
Isosorbide dinitrate,DRUG,DDInter,Isosorbide dinitrate,,,,DDInter989
Anistreplase,DRUG,DDInter,Anistreplase,,,,DDInter99
Isosorbide mononitrate,DRUG,DDInter,Isosorbide mononitrate,,,,DDInter990
Isotretinoin,DRUG,DDInter,Isotretinoin,,,,DDInter991
Isoxsuprine,DRUG,DDInter,Isoxsuprine,,,,DDInter992
Isradipine,DRUG,DDInter,Isradipine,,,,DDInter993
Istradefylline,DRUG,DDInter,Istradefylline,,,,DDInter994
Itraconazole,DRUG,DDInter,Itraconazole,,,,DDInter995
Ivabradine,DRUG,DDInter,Ivabradine,,,,DDInter996
Ivacaftor,DRUG,DDInter,Ivacaftor,,,,DDInter997
Ivermectin,DRUG,DDInter,Ivermectin,,,,DDInter998
Ivermectin (topical),DRUG,DDInter,Ivermectin (topical),,,,DDInter999
