preferred_label,normalized_label,ATC,atc_link
SPIRIVA,spiriva,R03BB04,R03BB04
SPIRIVA RESPIMAT,spiriva respimat,R03BB04,R03BB04
SPIROFUR,spirofur,C03EB01,C03EB01
SPIROLANG,spirolang,C03DA01,C03DA01
SPONGIA TOSTA,spongia tosta,V03AX,V03AX
SPONGIA TOSTA DYNAMIS,spongia tosta dynamis,V03AX,V03AX
SPORANOX,sporanox,J02AC02,J02AC02
SPRAVATO,spravato,N06AX27,N06AX27
SPRYCEL,sprycel,L01EA02,L01EA02
STABIVERT,stabivert,N07CA52,N07CA52
STADIUM,stadium,J01DD08,J01DD08
STADMYCIN,stadmycin,A07AA13,A07AA13
STALEVO,stalevo,N04BA03,N04BA03
STAMARIL,stamaril,J07BL01,J07BL01
STAMICIS,stamicis,V09GA01,V09GA01
STAMIDIX,stamidix,R06AE07,R06AE07
STANEXAM,stanexam,L02BG06,L02BG06
STANNUM METALLICUM,stannum metallicum,V03AX,V03AX
STANNUM METALLICUM DYNAMIS,stannum metallicum dynamis,V03AX,V03AX
STAPHYLOCOCCINUM,staphylococcinum,V03AX,V03AX
STAPHYSAGRIA,staphysagria,V03AX,V03AX
STAPHYSAGRIA DYNAMIS,staphysagria dynamis,V03AX,V03AX
STARAB,starab,A02BC04,A02BC04
STARCEF,starcef,J01DD02,J01DD02
STAROS,staros,C10AA07,C10AA07
STATICOL,staticol,C10BA02,C10BA02
STAXAR,staxar,G04BE03,G04BE03
STECUR,stecur,G04CB01,G04CB01
STEGLATRO,steglatro,A10BK04,A10BK04
STEGLUJAN,steglujan,A10BD24,A10BD24
STELARA,stelara,L04AC05,L04AC05
STEMETIL,stemetil,A04AD,A04AD
STEMOX,stemox,J01CR02,J01CR02
STEOFEN,steofen,M01AE03,M01AE03
STEQEYMA,steqeyma,L04AC05,L04AC05
STERIDROLO,steridrolo,D08AX04,D08AX04
STEROFUNDIN,sterofundin,B05BB01,B05BB01
STEROZINIL,sterozinil,D07CC01,D07CC01
STERSED,stersed,D10AD53,D10AD53
STEZEROL,stezerol,C10BA06,C10BA06
STICTA PULMONARIA,sticta pulmonaria,V03AX,V03AX
STICTA PULMONARIA DYNAMIS,sticta pulmonaria dynamis,V03AX,V03AX
STILIDEN,stiliden,N06AB05,N06AB05
STILLA DECONGESTIONANTE,stilla decongestionante,S01GA02,S01GA02
STILNOX,stilnox,N05CF02,N05CF02
STIMUFEND,stimufend,L03AA13,L03AA13
STIRIPENTOLO BILLEV,stiripentolo billev,N03AX17,N03AX17
STITILAX,stitilax,A06AG11,A06AG11
STIVARGA,stivarga,L01EX05,L01EX05
STIXENIL,stixenil,A06AB02,A06AB02
STOBOCLO,stoboclo,M05BX04,M05BX04
STODAL,stodal,V03AX,V03AX
STOMADOL REFLUSSO,stomadol reflusso,A02BC02,A02BC02
STRAMONIUM,stramonium,V03AX,V03AX
STRAMONIUM DYNAMIS,stramonium dynamis,V03AX,V03AX
STRENSIQ,strensiq,A16AB13,A16AB13
STREPTOCOCCINUM,streptococcinum,V03AX,V03AX
STREPTOSIL CON NEOMICINA,streptosil con neomicina,D06C,D06C
STREPTOZOCINA KEOCYT,streptozocina keocyt,L01AD04,L01AD04
STRIALISIN,strialisin,M03BX05,M03BX05
STRIASCAN,striascan,V09AB03,V09AB03
STRIBILD,stribild,J05AR09,J05AR09
STRIMVELIS,strimvelis,L03AX,L03AX
STRIVERDI RESPIMAT,striverdi respimat,R03AC19,R03AC19
STRONTIUM CARBONICUM DYNAMIS,strontium carbonicum dynamis,V03AX,V03AX
STRUMEL,strumel,R03BA02,R03BA02
STUTAN,stutan,N03AX18,N03AX18
SUADIAN,suadian,D01AE22,D01AE22
SUBITENE,subitene,M01AE01,M01AE01
SUBLASOL,sublasol,D07AD01,D07AD01
SUBLIFEN,sublifen,N02AB03,N02AB03
SUBLIVAC BETULLA,sublivac betulla,V01AA05,V01AA05
SUBLIVAC BETULLA/NOCCIOLO/ONTANO,sublivac betulla/nocciolo/ontano,V01AA05,V01AA05
SUBOXONE,suboxone,N07BC51,N07BC51
SUCRALFATO DOC GENERICI,sucralfato doc generici,A02BX02,A02BX02
SUCRAMAL,sucramal,A02BX02,A02BX02
SUCRATE,sucrate,A02BX02,A02BX02
SUFENTANIL HAMELN,sufentanil hameln,N01AH03,N01AH03
SUFENTANIL PIRAMAL,sufentanil piramal,N01AH03,N01AH03
SUGAMMADEX ABDI FARMA,sugammadex abdi farma,V03AB35,V03AB35
SUGAMMADEX ACCORD,sugammadex accord,V03AB35,V03AB35
SUGAMMADEX ADROIQ,sugammadex adroiq,V03AB35,V03AB35
SUGAMMADEX AGUETTANT,sugammadex aguettant,V03AB35,V03AB35
SUGAMMADEX AMOMED,sugammadex amomed,V03AB35,V03AB35
SUGAMMADEX ASPEN,sugammadex aspen,V03AB35,V03AB35
SUGAMMADEX BAXTER,sugammadex baxter,V03AB35,V03AB35
SUGAMMADEX DR. REDDY'S,sugammadex dr. reddy's,V03AB35,V03AB35
SUGAMMADEX EG,sugammadex eg,V03AB35,V03AB35
SUGAMMADEX FISIOPHARMA,sugammadex fisiopharma,V03AB35,V03AB35
SUGAMMADEX FRESENIUS KABI,sugammadex fresenius kabi,V03AB35,V03AB35
SUGAMMADEX GLENMARK,sugammadex glenmark,V03AB35,V03AB35
SUGAMMADEX IBI,sugammadex ibi,V03AB35,V03AB35
SUGAMMADEX JUTA,sugammadex juta,V03AB35,V03AB35
SUGAMMADEX KALCEKS,sugammadex kalceks,V03AB35,V03AB35
SUGAMMADEX MEDAC,sugammadex medac,V03AB35,V03AB35
SUGAMMADEX MYLAN,sugammadex mylan,V03AB35,V03AB35
SUGAMMADEX NORIDEM,sugammadex noridem,V03AB35,V03AB35
SUGAMMADEX PIRAMAL,sugammadex piramal,V03AB35,V03AB35
SUGAMMADEX QILU,sugammadex qilu,V03AB35,V03AB35
SUGAMMADEX S.A.L.F.,sugammadex s.a.l.f.,V03AB35,V03AB35
SUGAMMADEX SANDOZ,sugammadex sandoz,V03AB35,V03AB35
SUGAMMADEX TEVA,sugammadex teva,V03AB35,V03AB35
SUGAMMADEX TILLOMED,sugammadex tillomed,V03AB35,V03AB35
SUGAMMADEX VIVANTA,sugammadex vivanta,V03AB35,V03AB35
SUGAMMADEX ZENTIVA,sugammadex zentiva,V03AB35,V03AB35
SULAMID,sulamid,N05AL05,N05AL05
SULFUR,sulfur,V03AX,V03AX
SULFUR COMPLEXE 12,sulfur complexe 12,V03AX,V03AX
SULFUR DYNAMIS,sulfur dynamis,V03AX,V03AX
SULFUR IODATUM,sulfur iodatum,V03AX,V03AX
SULFUR IODATUM DYNAMIS,sulfur iodatum dynamis,V03AX,V03AX
SULFURICUM ACIDUM,sulfuricum acidum,V03AX,V03AX
SULFURUM IODATUM,sulfurum iodatum,V03AX,V03AX
SULIDAMOR,sulidamor,M01AX17,M01AX17
SULIQUA,suliqua,A10AE54,A10AE54
SULOTAM,sulotam,G04CA02,G04CA02
SULOXINA,suloxina,G04CA53,G04CA53
SULPHUR HP LINDA'S,sulphur hp linda's,V03AX,V03AX
SUMANET,sumanet,N02CC,N02CC
SUMATRIPTAN AUROBINDO ITALIA,sumatriptan aurobindo italia,N02CC01,N02CC01
SUMATRIPTAN CNX THERAPEUTICS,sumatriptan cnx therapeutics,N02CC01,N02CC01
SUMATRIPTAN DOC,sumatriptan doc,N02CC01,N02CC01
SUMATRIPTAN DOC GENERICI,sumatriptan doc generici,N02CC01,N02CC01
SUMATRIPTAN EG,sumatriptan eg,N02CC01,N02CC01
SUMATRIPTAN MYLAN,sumatriptan mylan,N02CC01,N02CC01
SUMATRIPTAN SANDOZ,sumatriptan sandoz,N02CC01,N02CC01
SUMATRIPTAN SUN,sumatriptan sun,N02CC01,N02CC01
SUMATRIPTAN SUN PHARMA,sumatriptan sun pharma,N02CC01,N02CC01
SUMATRIPTAN TEVA,sumatriptan teva,N02CC01,N02CC01
SUMATRIPTAN ZENTIVA,sumatriptan zentiva,N02CC01,N02CC01
SUMMAFLOX,summaflox,J01MA12,J01MA12
SUNITINIB ACCORD,sunitinib accord,L01EX01,L01EX01
SUNITINIB AUROBINDO,sunitinib aurobindo,L01EX01,L01EX01
SUNITINIB DR. REDDY'S,sunitinib dr. reddy's,L01EX01,L01EX01
SUNITINIB EG,sunitinib eg,L01EX01,L01EX01
SUNITINIB MYLAN,sunitinib mylan,L01EX01,L01EX01
SUNITINIB SANDOZ,sunitinib sandoz,L01EX01,L01EX01
SUNITINIB TEVA,sunitinib teva,L01EX01,L01EX01
SUNITINIB ZENTIVA,sunitinib zentiva,L01EX01,L01EX01
SUNLENCA,sunlenca,J05AX31,J05AX31
SUNOSI,sunosi,N06BA14,N06BA14
SUPEMTEK,supemtek,J07BB02,J07BB02
SUPEMTEK TETRA,supemtek tetra,J07BB02,J07BB02
SUPPLYELT,supplyelt,B05XA31,B05XA31
SUPPOSTE DI GLICERINA VITI,supposte di glicerina viti,A06AX01,A06AX01
SUPRACEF,supracef,J01DD08,J01DD08
SUPRANE,suprane,N01AB07,N01AB07
SUPREFACT,suprefact,L02AE01,L02AE01
SURFEDEX,surfedex,S01BA01,S01BA01
SURFOLASE,surfolase,R03DA,R03DA
SURGAMYL,surgamyl,M01AE11,M01AE11
SURMONTIL,surmontil,N06AA06,N06AA06
SURRENE,surrene,V03AX,V03AX
SURRENOL,surrenol,H02AB13,H02AB13
SURSUM,sursum,A11HA03,A11HA03
SURSUMOTI,sursumoti,V03AX,V03AX
SUSPIRIA,suspiria,R06AE07,R06AE07
SUSTANON,sustanon,G03BA03,G03BA03
SUSTEMIAL,sustemial,B03AA03,B03AA03
SUTENT,sutent,L01EX01,L01EX01
SUVAMOD,suvamod,C10BX09,C10BX09
SYCREST,sycrest,N05AH05,N05AH05
SYKURZUKI,sykurzuki,A10BD08,A10BD08
SYLVANT,sylvant,L04AC11,L04AC11
SYMBICORT,symbicort,R03AK07,R03AK07
SYMBICORTMITE,symbicortmite,R03AK07,R03AK07
SYMKEVI,symkevi,R07AX31,R07AX31
SYMPHYTUM OFFICINALE,symphytum officinale,V03AX,V03AX
SYMPHYTUM OFFICINALIS,symphytum officinalis,V03AX,V03AX
SYMTUZA,symtuza,J05AR22,J05AR22
SYNACTHEN,synacthen,H01AA02,H01AA02
SYNAGIS,synagis,J06BD01,J06BD01
SYNCROPINE,syncropine,N05CH01,N05CH01
SYNFLEX,synflex,M01AE02,M01AE02
SYNFLORIX,synflorix,J07AL52,J07AL52
SYNJARDY,synjardy,A10BD20,A10BD20
SYNTARIS,syntaris,R01AD04,R01AD04
SYNTOCINON,syntocinon,H01BB02,H01BB02
SYNTRAGUT,syntragut,S01ED51,S01ED51
SYXVAR,syxvar,V03AX,V03AX
SYZYGIUM JAMBOLANUM DYNAMIS,syzygium jambolanum dynamis,V03AX,V03AX
T.K.,t.k.,V03AX,V03AX
T.R.U.E. TEST SMARTPRACTICE,t.r.u.e. test smartpractice,V04CL,V04CL
T4 REG,t4 reg,V03AX,V03AX
TABACUM,tabacum,V03AX,V03AX
TABACUM DYNAMIS,tabacum dynamis,V03AX,V03AX
TABOXEA,taboxea,N02AX06,N02AX06
TABRECTA,tabrecta,L01EX17,L01EX17
TABUMOL,tabumol,N02BE51,N02BE51
TACFORIUS,tacforius,L04AD02,L04AD02
TACHICAF,tachicaf,N02BE51,N02BE51
TACHIDOL,tachidol,N02AJ06,N02AJ06
TACHIFENE,tachifene,N02BE51,N02BE51
TACHIFENEKID,tachifenekid,N02BE51,N02BE51
TACHIFLUACTIV,tachifluactiv,N02BE51,N02BE51
TACHIFLUACTIV INFLUENZA E RAFFREDDORE,tachifluactiv influenza e raffreddore,N02BE51,N02BE51
TACHIFLUDEC,tachifludec,N02BE51,N02BE51
TACHIFLUTASK,tachiflutask,N02BE51,N02BE51
TACHIPIRINA,tachipirina,N02BE01,N02BE01
TACHIPIRINA FLASHTAB,tachipirina flashtab,N02BE01,N02BE01
TACHIPIRINA OROSOLUBILE,tachipirina orosolubile,N02BE01,N02BE01
TACHIPIRINAKID,tachipirinakid,N02BE01,N02BE01
TACHIVERDE,tachiverde,N02BE01,N02BE01
TACHOSIL,tachosil,B02BC30,B02BC30
TACNI,tacni,L04AD02,L04AD02
TACROLIMUS ATNAHS PHARMA,tacrolimus atnahs pharma,L04AD02,L04AD02
TACROLIMUS EG,tacrolimus eg,L04AD02,L04AD02
TAD,tad,V03AB32,V03AB32
TADALAFIL ABC,tadalafil abc,G04BE08,G04BE08
TADALAFIL ABDI,tadalafil abdi,G04BE08,G04BE08
TADALAFIL ACCORD,tadalafil accord,G04BE08,G04BE08
TADALAFIL ALMUS,tadalafil almus,G04BE08,G04BE08
TADALAFIL ALTER,tadalafil alter,G04BE08,G04BE08
TADALAFIL ARISTO,tadalafil aristo,G04BE08,G04BE08
TADALAFIL AUROBINDO,tadalafil aurobindo,G04BE08,G04BE08
TADALAFIL DOC GENERICI,tadalafil doc generici,G04BE08,G04BE08
TADALAFIL EG,tadalafil eg,G04BE08,G04BE08
TADALAFIL EG STADA,tadalafil eg stada,G04BE08,G04BE08
TADALAFIL EG STADA ITALIA,tadalafil eg stada italia,G04BE08,G04BE08
TADALAFIL KRKA,tadalafil krka,G04BE08,G04BE08
TADALAFIL LABORATORI ALTER,tadalafil laboratori alter,G04BE08,G04BE08
TADALAFIL LILLY,tadalafil lilly,G04BE08,G04BE08
TADALAFIL MEDREG,tadalafil medreg,G04BE08,G04BE08
TADALAFIL MYLAN,tadalafil mylan,G04BE08,G04BE08
TADALAFIL PENSA PHARMA,tadalafil pensa pharma,G04BE08,G04BE08
TADALAFIL SANDOZ,tadalafil sandoz,G04BE08,G04BE08
TADALAFIL TECNIGEN,tadalafil tecnigen,G04BE08,G04BE08
TADALAFIL TEVA,tadalafil teva,G04BE08,G04BE08
TADALAFIL ZENTIVA,tadalafil zentiva,G04BE08,G04BE08
TADAP,tadap,G04BE08,G04BE08
TADOMON,tadomon,N02AX06,N02AX06
TADUR,tadur,G04BE08,G04BE08
TAFINLAR,tafinlar,L01EC02,L01EC02
TAFLODIM,taflodim,S01ED51,S01ED51
TAGRISSO,tagrisso,L01EB04,L01EB04
TAIOFTAL,taioftal,S01BA05,S01BA05
TAIPER,taiper,J01CR05,J01CR05
TAKAWITA,takawita,C09BB04,C09BB04
TAKHZYRO,takhzyro,B06AC05,B06AC05
TALATE,talate,B02BD06,B02BD06
TALAVIR,talavir,J05AB11,J05AB11
TALENTUM,talentum,N05CD08,N05CD08
TALIDOMIDE ACCORD,talidomide accord,L04AX02,L04AX02
TALIDOMIDE AUROBINDO,talidomide aurobindo,L04AX02,L04AX02
TALIDOMIDE BMS,talidomide bms,L04AX02,L04AX02
TALLIO (201TL) CLORURO CURIUM NETHERLANDS,tallio (201tl) cloruro curium netherlands,V09GX01,V09GX01
TALMANCO,talmanco,G04BE08,G04BE08
TALOFEN,talofen,N05AA03,N05AA03
TALOXA,taloxa,N03AX10,N03AX10
TALTZ,taltz,L04AC13,L04AC13
TALVEY,talvey,L01FX,L01FX
TALZENNA,talzenna,L01XK04,L01XK04
TAMARINE,tamarine,A06AB06,A06AB06
TAMESAD,tamesad,S01BA01,S01BA01
TAMIFLU,tamiflu,J05AH02,J05AH02
TAMLIC,tamlic,G04CA02,G04CA02
TAMOXENE,tamoxene,L02BA01,L02BA01
TAMOXIFENE EG,tamoxifene eg,L02BA01,L02BA01
TAMOXIFENE RATIOPHARM,tamoxifene ratiopharm,L02BA01,L02BA01
TAMSULOSIN DOC GENERICI,tamsulosin doc generici,G04CA02,G04CA02
TAMSULOSIN MYLAN GENERICS,tamsulosin mylan generics,G04CA02,G04CA02
TAMSULOSIN PENSA,tamsulosin pensa,G04CA02,G04CA02
TAMSULOSIN TEVA,tamsulosin teva,G04CA02,G04CA02
TAMSULOSINA ABC,tamsulosina abc,G04CA02,G04CA02
TAMSULOSINA ACCORD,tamsulosina accord,G04CA02,G04CA02
TAMSULOSINA ALMUS,tamsulosina almus,G04CA02,G04CA02
TAMSULOSINA AUROBINDO,tamsulosina aurobindo,G04CA02,G04CA02
TAMSULOSINA EG,tamsulosina eg,G04CA02,G04CA02
TAMSULOSINA EG STADA,tamsulosina eg stada,G04CA02,G04CA02
TAMSULOSINA HEXAL,tamsulosina hexal,G04CA02,G04CA02
TAMSULOSINA KRKA,tamsulosina krka,G04CA02,G04CA02
TAMSULOSINA MEDREG,tamsulosina medreg,G04CA02,G04CA02
TAMSULOSINA MYLAN,tamsulosina mylan,G04CA02,G04CA02
TAMSULOSINA SANDOZ,tamsulosina sandoz,G04CA02,G04CA02
TAMSULOSINA SUN,tamsulosina sun,G04CA02,G04CA02
TAMSULOSINA ZENTIVA ITALIA,tamsulosina zentiva italia,G04CA02,G04CA02
TANDEMACT,tandemact,A10BD06,A10BD06
TANOF,tanof,S01ED51,S01ED51
TANTUM VERDE,tantum verde,A01AD02,A01AD02
TANTUM VERDE ANTISETTICO,tantum verde antisettico,R02AA03,R02AA03
TANTUM VERDE ANTISETTICO E ANTINFIAMMATORIO,tantum verde antisettico e antinfiammatorio,R02AA20,R02AA20
TANTUM VERDE GENGIVITE E STOMATITE,tantum verde gengivite e stomatite,R02AA20,R02AA20
TANTUM VERDE GOLA,tantum verde gola,A01AD11,A01AD11
TANTUM VERDE NASO CHIUSO,tantum verde naso chiuso,R01AA08,R01AA08
TANTUM VERDE P,tantum verde p,R02AX03,R02AX03
TANTUM VERDEDOL,tantum verdedol,A01AD11,A01AD11
TANTUM VERDEGOL ANTISETTICO,tantum verdegol antisettico,R02AA03,R02AA03
TANZOLAN,tanzolan,A02BC03,A02BC03
TAPAZOLE,tapazole,H03BB02,H03BB02
TAPELOD,tapelod,N02AX06,N02AX06
TAPENTADOLO EG,tapentadolo eg,N02AX06,N02AX06
TAPENTADOLO KRKA,tapentadolo krka,N02AX06,N02AX06
TAPENTADOLO TEVA,tapentadolo teva,N02AX06,N02AX06
TARASYX,tarasyx,V03AX,V03AX
TARAXACUM DENS LEONIS,taraxacum dens leonis,V03AX,V03AX
TARAXACUM OFFICINALE,taraxacum officinale,V03AX,V03AX
TARCEVA,tarceva,L01EB02,L01EB02
TARDYFER,tardyfer,B03AA07,B03AA07
TAREG,tareg,C09CA03,C09CA03
TARGET,target,C07CB03,C07CB03
TARGIN,targin,N02AA55,N02AA55
TARGOSID,targosid,J01XA02,J01XA02
TARGRETIN,targretin,L01XF03,L01XF03
TARLIDOCIN,tarlidocin,J01CE08,J01CE08
TARTARUS STIBIATUS,tartarus stibiatus,V03AX,V03AX
TASIGNA,tasigna,L01EA03,L01EA03
TASMAR,tasmar,N04BX01,N04BX01
TASOLPROS,tasolpros,G04CA53,G04CA53
TATIG,tatig,N06AB06,N06AB06
TATIONIL,tationil,V03AB32,V03AB32
TAURO,tauro,A05AA,A05AA
TAUVID,tauvid,V09AX07,V09AX07
TAUXIB,tauxib,M01AH05,M01AH05
TAVACOR,tavacor,C10AA02,C10AA02
TAVANIC,tavanic,J01MA12,J01MA12
TAVLESSE,tavlesse,B02BX09,B02BX09
TAVNEOS,tavneos,L04AJ05,L04AJ05
TAVOR,tavor,N05BA06,N05BA06
TAXAT,taxat,C10AA05,C10AA05
TAXIME,taxime,J01DD01,J01DD01
TAXOL,taxol,L01CD01,L01CD01
TAXOTERE,taxotere,L01CD02,L01CD02
TAZIDIF,tazidif,J01DD02,J01DD02
TAZOCIN,tazocin,J01CR05,J01CR05
TAZOPENIL,tazopenil,J01CR05,J01CR05
TEBARAT,tebarat,S01GX07|R06AX19,
TECARTUS,tecartus,L01XL06,L01XL06
TECENTRIQ,tecentriq,L01FF05,L01FF05
TECFIDERA,tecfidera,L04AX07,L04AX07
TECHNEMIBI,technemibi,V09GA01,V09GA01
TECHNESCAN DTPA,technescan dtpa,V09CA01,V09CA01
TECHNESCAN HDP,technescan hdp,V09BA01,V09BA01
TECHNESCAN MAG 3 DRN 4334,technescan mag 3 drn 4334,V09CA03,V09CA03
TECHNESCAN PYP,technescan pyp,V09GA06,V09GA06
TECOVIRIMAT SIGA,tecovirimat siga,J05AX24,J05AX24
TECVAYLI,tecvayli,L01FX24,L01FX24
TEDIM,tedim,J02AC01,J02AC01
TEDUGLUTIDE VIATRIS,teduglutide viatris,A16AX08,A16AX08
TEGENS,tegens,C05CA,C05CA
TEGLUTIK,teglutik,N07XX02,N07XX02
TEGRETOL,tegretol,N03AF01,N03AF01
TEGSEDI,tegsedi,N07XX15,N07XX15
TEICOPLANINA ALTAN,teicoplanina altan,J01XA02,J01XA02
TEICOPLANINA BRADEX,teicoplanina bradex,J01XA02,J01XA02
TEICOPLANINA HIKMA,teicoplanina hikma,J01XA02,J01XA02
TEICOPLANINA IBIGEN,teicoplanina ibigen,J01XA02,J01XA02
TEICOPLANINA SANDOZ,teicoplanina sandoz,J01XA02,J01XA02
TEICOPLANINA SEACROSS,teicoplanina seacross,J01XA02,J01XA02
TEICOPLANINA SUN,teicoplanina sun,J01XA02,J01XA02
TEICOPLANINA ZENTIVA,teicoplanina zentiva,J01XA02,J01XA02
TEKTROTYD,tektrotyd,V09IA07,V09IA07
TEKVAS,tekvas,C10AA07,C10AA07
TELEFIL,telefil,G04BE08,G04BE08
TELFAST,telfast,R06AX26,R06AX26
TELMISARTAN ACTAVIS,telmisartan actavis,C09CA07,C09CA07
TELMISARTAN ALMUS,telmisartan almus,C09CA07,C09CA07
TELMISARTAN ALTER,telmisartan alter,C09CA07,C09CA07
TELMISARTAN AUROBINDO,telmisartan aurobindo,C09CA07,C09CA07
TELMISARTAN DOC GENERICI,telmisartan doc generici,C09CA07,C09CA07
TELMISARTAN E IDROCLOROTIAZIDE ALTER,telmisartan e idroclorotiazide alter,C09DA07,C09DA07
TELMISARTAN E IDROCLOROTIAZIDE DOC GENERICI,telmisartan e idroclorotiazide doc generici,C09DA07,C09DA07
TELMISARTAN E IDROCLOROTIAZIDE EG,telmisartan e idroclorotiazide eg,C09DA07,C09DA07
TELMISARTAN E IDROCLOROTIAZIDE MYLAN PHARMA,telmisartan e idroclorotiazide mylan pharma,C09DA07,C09DA07
TELMISARTAN E IDROCLOROTIAZIDE SANDOZ,telmisartan e idroclorotiazide sandoz,C09DA07,C09DA07
TELMISARTAN E IDROCLOROTIAZIDE TEVA ITALIA,telmisartan e idroclorotiazide teva italia,C09DA07,C09DA07
TELMISARTAN E IDROCLOROTIAZIDE ZENTIVA,telmisartan e idroclorotiazide zentiva,C09DA07,C09DA07
TELMISARTAN EG,telmisartan eg,C09CA07,C09CA07
TELMISARTAN MYLAN,telmisartan mylan,C09CA07,C09CA07
TELMISARTAN PENSA,telmisartan pensa,C09CA07,C09CA07
TELMISARTAN SANDOZ,telmisartan sandoz,C09CA07,C09CA07
TELMISARTAN TEVA ITALIA,telmisartan teva italia,C09CA07,C09CA07
TELMISARTAN ZENTIVA,telmisartan zentiva,C09CA07,C09CA07
TEMETEX,temetex,D07AC06,D07AC06
TEMGESIC,temgesic,N02AE01,N02AE01
TEMODAL,temodal,L01AX03,L01AX03
TEMOMEDAC,temomedac,L01AX03,L01AX03
TEMOZOLOMIDE ACCORD,temozolomide accord,L01AX03,L01AX03
TEMOZOLOMIDE SUN,temozolomide sun,L01AX03,L01AX03
TEMOZOLOMIDE TEVA,temozolomide teva,L01AX03,L01AX03
TEMYBRIC ELLIPTA,temybric ellipta,R03AL08,R03AL08
TENAMPER,tenamper,C09BB04,C09BB04
TENDININUM DYNAMIS,tendininum dynamis,V03AX,V03AX
TENKASI,tenkasi,J01XA05,J01XA05
TENOFOVIR DISOPROXIL AUROBINDO,tenofovir disoproxil aurobindo,J05AF07,J05AF07
TENOFOVIR DISOPROXIL DOC GENERICI,tenofovir disoproxil doc generici,J05AF07,J05AF07
TENOFOVIR DISOPROXIL SANDOZ,tenofovir disoproxil sandoz,J05AF07,J05AF07
TENOFOVIR DISOPROXIL TEVA,tenofovir disoproxil teva,J05AF07,J05AF07
TENOFOVIR DISOPROXIL VIATRIS,tenofovir disoproxil viatris,J05AF07,J05AF07
TENOFOVIR DISOPROXIL ZENTIVA,tenofovir disoproxil zentiva,J05AF07,J05AF07
TENORETIC,tenoretic,C07CB03,C07CB03
TENORMIN,tenormin,C07AB03,C07AB03
TENSIBLOCK,tensiblock,C07AB03,C07AB03
TENSIRAM,tensiram,C09AA05,C09AA05
TENSOGARD,tensogard,C09AA09,C09AA09
TENSOZIDE,tensozide,C09BA09,C09BA09
TEPADINA,tepadina,L01AC01,L01AC01
TEPEZZA,tepezza,L04AG13,L04AG13
TEPKINLY,tepkinly,L,L
TEPMETKO,tepmetko,L01EX21,L01EX21
TERAFLUSS,terafluss,G04CA03,G04CA03
TERAIR,terair,R03AK08,R03AK08
TERAMAN,teraman,G04BE08,G04BE08
TERAPROST,teraprost,G04CA03,G04CA03
TERASIDE,teraside,M03BX05,M03BX05
TERAXANS,teraxans,C09BA04,C09BA04
TERAZOSINA DOC GENERICI,terazosina doc generici,G04CA03,G04CA03
TERAZOSINA TEVA,terazosina teva,G04CA03,G04CA03
TERAZOSINA ZENTIVA,terazosina zentiva,G04CA03,G04CA03
TERBINAFINA ALTER,terbinafina alter,D01BA02,D01BA02
TERBINAFINA AUROBINDO PHARMA ITALIA,terbinafina aurobindo pharma italia,D01BA02,D01BA02
TERBINAFINA DOC GENERICI,terbinafina doc generici,D01BA02,D01BA02
TERBINAFINA EG,terbinafina eg,D01BA02,D01BA02
TERBINAFINA HEXAL,terbinafina hexal,D01BA02,D01BA02
TERBINAFINA MYLAN GENERICS,terbinafina mylan generics,D01BA02,D01BA02
TERBINAFINA SANDOZ GMBH,terbinafina sandoz gmbh,D01BA02,D01BA02
TERBINAFINA TECNIGEN,terbinafina tecnigen,D01BA02,D01BA02
TEREBENTHINA RESINA DYNAMIS,terebenthina resina dynamis,V03AX,V03AX
TEREBINTHINA,terebinthina,V03AX,V03AX
TEREBYO,terebyo,L04AK02,L04AK02
TERGIO,tergio,L04AK02,L04AK02
TERIFLUNOMIDE ABDI,teriflunomide abdi,L04AK02,L04AK02
TERIFLUNOMIDE ACCORD,teriflunomide accord,L04AK02,L04AK02
TERIFLUNOMIDE AUROBINDO,teriflunomide aurobindo,L04AA31,L04AA31
TERIFLUNOMIDE DR. REDDY'S,teriflunomide dr. reddy's,L04AK02,L04AK02
TERIFLUNOMIDE EG,teriflunomide eg,L04AK02,L04AK02
TERIFLUNOMIDE GLENMARK,teriflunomide glenmark,L04AA31,L04AA31
TERIFLUNOMIDE HCS,teriflunomide hcs,L04AK02,L04AK02
TERIFLUNOMIDE NEURAXPHARM,teriflunomide neuraxpharm,L04AK02,L04AK02
TERIFLUNOMIDE TEVA ITALIA,teriflunomide teva italia,L04AK02,L04AK02
TERIFLUNOMIDE VIATRIS,teriflunomide viatris,L04AK02,L04AK02
TERIFLUNOMIDE VIATRIS PHARMA,teriflunomide viatris pharma,L04AK02,L04AK02
TERIFLUNOMIDE ZENTIVA,teriflunomide zentiva,L04AK02,L04AK02
TERIP,terip,G04CB01,G04CB01
TERIPARATIDE SUN,teriparatide sun,H05AA02,H05AA02
TERIPARATIDE TEVA,teriparatide teva,H05AA02,H05AA02
TERLIPRESSINA ACETATO EVER PHARMA,terlipressina acetato ever pharma,H01BA04,H01BA04
TERLIPRESSINA SUN,terlipressina sun,H01BA04,H01BA04
TERROSA,terrosa,H05AA02,H05AA02
TESAVEL,tesavel,A10BH01,A10BH01
TESTAVAN,testavan,G03BA03,G03BA03
TESTEX,testex,G03BA03,G03BA03
TESTOGEL,testogel,G03BA03,G03BA03
TESTOMED,testomed,G03BA03,G03BA03
TESTOSTERONE ENANTATO SIT,testosterone enantato sit,G03BA03,G03BA03
