ddinter_id_1,ddinter_id_2,source,severity,description
DDInter100,DDInter747,DDInter,Moderate,DDInter moderate interaction between Fludrocortisone and Anthrax vaccine.
DDInter100,DDInter757,DDInter,Moderate,DDInter moderate interaction between Fluorouracil and Anthrax vaccine.
DDInter100,DDInter811,DDInter,Moderate,DDInter moderate interaction between Gemcitabine and Anthrax vaccine.
DDInter100,DDInter814,DDInter,Moderate,DDInter moderate interaction between Gemtuzumab ozogamicin and Anthrax vaccine.
DDInter100,DDInter837,DDInter,Moderate,DDInter moderate interaction between Golimumab and Anthrax vaccine.
DDInter100,DDInter849,DDInter,Moderate,DDInter moderate interaction between Anthrax vaccine and Guselkumab.
DDInter100,DDInter885,DDInter,Moderate,DDInter moderate interaction between Hydrocortisone and Anthrax vaccine.
DDInter100,DDInter894,DDInter,Moderate,DDInter moderate interaction between Hydroxyurea and Anthrax vaccine.
DDInter100,DDInter898,DDInter,Moderate,DDInter moderate interaction between Ibritumomab tiuxetan and Anthrax vaccine.
DDInter100,DDInter899,DDInter,Moderate,DDInter moderate interaction between Ibrutinib and Anthrax vaccine.
DDInter100,DDInter9,DDInter,Moderate,DDInter moderate interaction between Anthrax vaccine and Acalabrutinib.
DDInter100,DDInter904,DDInter,Moderate,DDInter moderate interaction between Idarubicin and Anthrax vaccine.
DDInter100,DDInter905,DDInter,Moderate,DDInter moderate interaction between Idelalisib and Anthrax vaccine.
DDInter100,DDInter906,DDInter,Moderate,DDInter moderate interaction between Ifosfamide and Anthrax vaccine.
DDInter100,DDInter909,DDInter,Moderate,DDInter moderate interaction between Imatinib and Anthrax vaccine.
DDInter100,DDInter923,DDInter,Moderate,DDInter moderate interaction between Infliximab and Anthrax vaccine.
DDInter100,DDInter927,DDInter,Moderate,DDInter moderate interaction between Inotuzumab ozogamicin and Anthrax vaccine.
DDInter100,DDInter94,DDInter,Moderate,DDInter moderate interaction between Anakinra and Anthrax vaccine.
DDInter100,DDInter952,DDInter,Moderate,DDInter moderate interaction between Iobenguane (I-131) and Anthrax vaccine.
DDInter100,DDInter973,DDInter,Moderate,DDInter moderate interaction between Irinotecan and Anthrax vaccine.
DDInter100,DDInter974,DDInter,Moderate,DDInter moderate interaction between Irinotecan (liposomal) and Anthrax vaccine.
DDInter1000,DDInter1001,DDInter,Moderate,DDInter moderate interaction between Ixabepilone and Ivosidenib.
DDInter1000,DDInter1002,DDInter,Moderate,DDInter moderate interaction between Ixazomib and Ivosidenib.
DDInter1000,DDInter1008,DDInter,Major,DDInter major interaction between Ketoconazole and Ivosidenib.
DDInter1000,DDInter1016,DDInter,Moderate,DDInter moderate interaction between Lactitol and Ivosidenib.
DDInter1000,DDInter1018,DDInter,Moderate,DDInter moderate interaction between Lactulose and Ivosidenib.
DDInter1000,DDInter1024,DDInter,Major,DDInter major interaction between Lapatinib and Ivosidenib.
DDInter1000,DDInter1026,DDInter,Moderate,DDInter moderate interaction between Ivosidenib and Larotrectinib.
DDInter1000,DDInter1032,DDInter,Major,DDInter major interaction between Lefamulin and Ivosidenib.
DDInter1000,DDInter1034,DDInter,Moderate,DDInter moderate interaction between Lemborexant and Ivosidenib.
DDInter1000,DDInter1036,DDInter,Major,DDInter major interaction between Lenvatinib and Ivosidenib.
DDInter1000,DDInter1039,DDInter,Major,DDInter major interaction between Letermovir and Ivosidenib.
DDInter1000,DDInter1042,DDInter,Major,DDInter major interaction between Leuprolide and Ivosidenib.
DDInter1000,DDInter1043,DDInter,Major,DDInter major interaction between Levacetylmethadol and Ivosidenib.
DDInter1000,DDInter1045,DDInter,Moderate,DDInter moderate interaction between Levamlodipine and Ivosidenib.
DDInter1000,DDInter1051,DDInter,Minor,DDInter minor interaction between Levobupivacaine and Ivosidenib.
DDInter1000,DDInter1055,DDInter,Major,DDInter major interaction between Levofloxacin and Ivosidenib.
DDInter1000,DDInter1061,DDInter,Moderate,DDInter moderate interaction between Levonorgestrel and Ivosidenib.
DDInter1000,DDInter1063,DDInter,Moderate,DDInter moderate interaction between Levosalbutamol and Ivosidenib.
DDInter1000,DDInter1066,DDInter,Minor,DDInter minor interaction between Lidocaine and Ivosidenib.
DDInter1000,DDInter107,DDInter,Major,DDInter major interaction between Apalutamide and Ivosidenib.
DDInter1000,DDInter1070,DDInter,Moderate,DDInter moderate interaction between Linagliptin and Ivosidenib.
DDInter1000,DDInter1078,DDInter,Major,DDInter major interaction between Lisdexamfetamine and Ivosidenib.
DDInter1000,DDInter108,DDInter,Moderate,DDInter moderate interaction between Apixaban and Ivosidenib.
DDInter1000,DDInter1081,DDInter,Major,DDInter major interaction between Lithium carbonate and Ivosidenib.
DDInter1000,DDInter1083,DDInter,Major,DDInter major interaction between Lofexidine and Ivosidenib.
DDInter1000,DDInter1084,DDInter,Major,DDInter major interaction between Lomefloxacin and Ivosidenib.
DDInter1000,DDInter1087,DDInter,Major,DDInter major interaction between Lonafarnib and Ivosidenib.
DDInter1000,DDInter1088,DDInter,Moderate,DDInter moderate interaction between Loperamide and Ivosidenib.
DDInter1000,DDInter109,DDInter,Major,DDInter major interaction between Apomorphine and Ivosidenib.
DDInter1000,DDInter1098,DDInter,Moderate,DDInter moderate interaction between Lovastatin and Ivosidenib.
DDInter1000,DDInter1101,DDInter,Major,DDInter major interaction between Lumacaftor and Ivosidenib.
DDInter1000,DDInter1102,DDInter,Major,DDInter major interaction between Lumateperone and Ivosidenib.
DDInter1000,DDInter1103,DDInter,Major,DDInter major interaction between Lumefantrine and Ivosidenib.
DDInter1000,DDInter1104,DDInter,Moderate,DDInter moderate interaction between Lurasidone and Ivosidenib.
DDInter1000,DDInter1105,DDInter,Moderate,DDInter moderate interaction between Lurbinectedin and Ivosidenib.
DDInter1000,DDInter111,DDInter,Moderate,DDInter moderate interaction between Apremilast and Ivosidenib.
DDInter1000,DDInter1110,DDInter,Major,DDInter major interaction between Macimorelin and Ivosidenib.
DDInter1000,DDInter1111,DDInter,Moderate,DDInter moderate interaction between Macitentan and Ivosidenib.
DDInter1000,DDInter1115,DDInter,Moderate,DDInter moderate interaction between Magnesium citrate and Ivosidenib.
DDInter1000,DDInter1118,DDInter,Moderate,DDInter moderate interaction between Magnesium hydroxide and Ivosidenib.
DDInter1000,DDInter112,DDInter,Major,DDInter major interaction between Aprepitant and Ivosidenib.
DDInter1000,DDInter1124,DDInter,Major,DDInter major interaction between Maprotiline and Ivosidenib.
DDInter1000,DDInter1125,DDInter,Moderate,DDInter moderate interaction between Maraviroc and Ivosidenib.
DDInter1000,DDInter1137,DDInter,Moderate,DDInter moderate interaction between Medroxyprogesterone acetate and Ivosidenib.
DDInter1000,DDInter1140,DDInter,Major,DDInter major interaction between Mefloquine and Ivosidenib.
DDInter1000,DDInter1141,DDInter,Moderate,DDInter moderate interaction between Megestrol acetate and Ivosidenib.
DDInter1000,DDInter1159,DDInter,Major,DDInter major interaction between Mesoridazine and Ivosidenib.
DDInter1000,DDInter116,DDInter,Moderate,DDInter moderate interaction between Arformoterol and Ivosidenib.
DDInter1000,DDInter1166,DDInter,Major,DDInter major interaction between Methadone and Ivosidenib.
DDInter1000,DDInter1175,DDInter,Major,DDInter major interaction between Methotrimeprazine and Ivosidenib.
DDInter1000,DDInter118,DDInter,Moderate,DDInter moderate interaction between Aripiprazole and Ivosidenib.
DDInter1000,DDInter1187,DDInter,Moderate,DDInter moderate interaction between Methylergometrine and Ivosidenib.
DDInter1000,DDInter119,DDInter,Moderate,DDInter moderate interaction between Armodafinil and Ivosidenib.
DDInter1000,DDInter1194,DDInter,Moderate,DDInter moderate interaction between Methysergide and Ivosidenib.
DDInter1000,DDInter120,DDInter,Major,DDInter major interaction between Arsenic trioxide and Ivosidenib.
DDInter1000,DDInter1202,DDInter,Minor,DDInter minor interaction between Metronidazole and Ivosidenib.
DDInter1000,DDInter1212,DDInter,Moderate,DDInter moderate interaction between Midazolam and Ivosidenib.
DDInter1000,DDInter1214,DDInter,Major,DDInter major interaction between Midostaurin and Ivosidenib.
DDInter1000,DDInter1215,DDInter,Major,DDInter major interaction between Mifepristone and Ivosidenib.
DDInter1000,DDInter1223,DDInter,Moderate,DDInter moderate interaction between Mineral oil and Ivosidenib.
DDInter1000,DDInter1229,DDInter,Minor,DDInter minor interaction between Mirabegron and Ivosidenib.
DDInter1000,DDInter1230,DDInter,Major,DDInter major interaction between Mirtazapine and Ivosidenib.
DDInter1000,DDInter1233,DDInter,Major,DDInter major interaction between Mitotane and Ivosidenib.
DDInter1000,DDInter1236,DDInter,Moderate,DDInter moderate interaction between Modafinil and Ivosidenib.
DDInter1000,DDInter1242,DDInter,Moderate,DDInter moderate interaction between Montelukast and Ivosidenib.
DDInter1000,DDInter1247,DDInter,Major,DDInter major interaction between Moxifloxacin and Ivosidenib.
DDInter1000,DDInter125,DDInter,Major,DDInter major interaction between Asenapine and Ivosidenib.
DDInter1000,DDInter1261,DDInter,Moderate,DDInter moderate interaction between Naloxegol and Ivosidenib.
DDInter1000,DDInter1274,DDInter,Major,DDInter major interaction between Nefazodone and Ivosidenib.
DDInter1000,DDInter1276,DDInter,Major,DDInter major interaction between Nelfinavir and Ivosidenib.
DDInter1000,DDInter128,DDInter,Major,DDInter major interaction between Astemizole and Ivosidenib.
DDInter1000,DDInter1287,DDInter,Moderate,DDInter moderate interaction between Nicardipine and Ivosidenib.
DDInter1000,DDInter129,DDInter,Major,DDInter major interaction between Atazanavir and Ivosidenib.
DDInter1000,DDInter1291,DDInter,Moderate,DDInter moderate interaction between Nifedipine and Ivosidenib.
DDInter1000,DDInter1293,DDInter,Major,DDInter major interaction between Nilotinib and Ivosidenib.
DDInter1000,DDInter1294,DDInter,Major,DDInter major interaction between Nilutamide and Ivosidenib.
DDInter1000,DDInter1295,DDInter,Moderate,DDInter moderate interaction between Nimodipine and Ivosidenib.
DDInter1000,DDInter1298,DDInter,Moderate,DDInter moderate interaction between Nisoldipine and Ivosidenib.
DDInter1000,DDInter1300,DDInter,Moderate,DDInter moderate interaction between Nitisinone and Ivosidenib.
DDInter1000,DDInter1312,DDInter,Moderate,DDInter moderate interaction between Norethisterone and Ivosidenib.
DDInter1000,DDInter1313,DDInter,Major,DDInter major interaction between Norfloxacin and Ivosidenib.
DDInter1000,DDInter1315,DDInter,Moderate,DDInter moderate interaction between Norgestrel and Ivosidenib.
DDInter1000,DDInter1316,DDInter,Major,DDInter major interaction between Nortriptyline and Ivosidenib.
DDInter1000,DDInter132,DDInter,Major,DDInter major interaction between Atomoxetine and Ivosidenib.
DDInter1000,DDInter1325,DDInter,Major,DDInter major interaction between Ofloxacin and Ivosidenib.
DDInter1000,DDInter1326,DDInter,Moderate,DDInter moderate interaction between Olanzapine and Ivosidenib.
DDInter1000,DDInter1327,DDInter,Moderate,DDInter moderate interaction between Olaparib and Ivosidenib.
DDInter1000,DDInter1329,DDInter,Major,DDInter major interaction between Ivosidenib and Oliceridine.
DDInter1000,DDInter133,DDInter,Moderate,DDInter moderate interaction between Atorvastatin and Ivosidenib.
DDInter1000,DDInter1331,DDInter,Moderate,DDInter moderate interaction between Olodaterol and Ivosidenib.
DDInter1000,DDInter1342,DDInter,Major,DDInter major interaction between Ondansetron and Ivosidenib.
DDInter1000,DDInter1346,DDInter,Major,DDInter major interaction between Orciprenaline and Ivosidenib.
DDInter1000,DDInter1351,DDInter,Major,DDInter major interaction between Osilodrostat and Ivosidenib.
DDInter1000,DDInter1352,DDInter,Major,DDInter major interaction between Osimertinib and Ivosidenib.
DDInter1000,DDInter1355,DDInter,Major,DDInter major interaction between Oxaliplatin and Ivosidenib.
DDInter1000,DDInter1366,DDInter,Major,DDInter major interaction between Oxycodone and Ivosidenib.
DDInter1000,DDInter1375,DDInter,Major,DDInter major interaction between Oxytocin and Ivosidenib.
DDInter1000,DDInter1376,DDInter,Major,DDInter major interaction between Ozanimod and Ivosidenib.
DDInter1000,DDInter1377,DDInter,Moderate,DDInter moderate interaction between Paclitaxel and Ivosidenib.
DDInter1000,DDInter1378,DDInter,Moderate,DDInter moderate interaction between Paclitaxel (protein-bound) and Ivosidenib.
DDInter1000,DDInter1379,DDInter,Moderate,DDInter moderate interaction between Palbociclib and Ivosidenib.
DDInter1000,DDInter1381,DDInter,Major,DDInter major interaction between Paliperidone and Ivosidenib.
DDInter1000,DDInter1382,DDInter,Major,DDInter major interaction between Palonosetron and Ivosidenib.
DDInter1000,DDInter1387,DDInter,Major,DDInter major interaction between Panobinostat and Ivosidenib.
DDInter1000,DDInter1389,DDInter,Major,DDInter major interaction between Papaverine and Ivosidenib.
DDInter1000,DDInter1398,DDInter,Major,DDInter major interaction between Pasireotide and Ivosidenib.
DDInter1000,DDInter1400,DDInter,Major,DDInter major interaction between Pazopanib and Ivosidenib.
DDInter1000,DDInter141,DDInter,Moderate,DDInter moderate interaction between Avanafil and Ivosidenib.
DDInter1000,DDInter1415,DDInter,Moderate,DDInter moderate interaction between Ivosidenib and Pemigatinib.
DDInter1000,DDInter142,DDInter,Moderate,DDInter moderate interaction between Ivosidenib and Avapritinib.
DDInter1000,DDInter1420,DDInter,Major,DDInter major interaction between Pentamidine and Ivosidenib.
DDInter1000,DDInter1428,DDInter,Moderate,DDInter moderate interaction between Perampanel and Ivosidenib.
DDInter1000,DDInter1429,DDInter,Major,DDInter major interaction between Perflutren and Ivosidenib.
DDInter1000,DDInter1432,DDInter,Major,DDInter major interaction between Perphenazine and Ivosidenib.
DDInter1000,DDInter1442,DDInter,Major,DDInter major interaction between Phenobarbital and Ivosidenib.
DDInter1000,DDInter1443,DDInter,Moderate,DDInter moderate interaction between Phenolphthalein and Ivosidenib.
DDInter1000,DDInter1460,DDInter,Major,DDInter major interaction between Phenytoin and Ivosidenib.
DDInter1000,DDInter1464,DDInter,Moderate,DDInter moderate interaction between Picosulfuric acid and Ivosidenib.
DDInter1000,DDInter1467,DDInter,Major,DDInter major interaction between Pimavanserin and Ivosidenib.
DDInter1000,DDInter147,DDInter,Moderate,DDInter moderate interaction between Axitinib and Ivosidenib.
DDInter1000,DDInter1470,DDInter,Major,DDInter major interaction between Pimozide and Ivosidenib.
DDInter1000,DDInter1476,DDInter,Moderate,DDInter moderate interaction between Pirbuterol and Ivosidenib.
DDInter1000,DDInter1480,DDInter,Major,DDInter major interaction between Pitolisant and Ivosidenib.
DDInter1000,DDInter1487,DDInter,Moderate,DDInter moderate interaction between Polyethylene glycol (3350 with electrolytes) and Ivosidenib.
DDInter1000,DDInter1488,DDInter,Moderate,DDInter moderate interaction between Polyethylene glycol (3350) and Ivosidenib.
DDInter1000,DDInter1492,DDInter,Moderate,DDInter moderate interaction between Ponatinib and Ivosidenib.
DDInter1000,DDInter1494,DDInter,Major,DDInter major interaction between Posaconazole and Ivosidenib.
DDInter1000,DDInter1510,DDInter,Moderate,DDInter moderate interaction between Praziquantel and Ivosidenib.
DDInter1000,DDInter1520,DDInter,Major,DDInter major interaction between Primaquine and Ivosidenib.
DDInter1000,DDInter1521,DDInter,Major,DDInter major interaction between Primidone and Ivosidenib.
DDInter1000,DDInter1523,DDInter,Major,DDInter major interaction between Probucol and Ivosidenib.
DDInter1000,DDInter1524,DDInter,Major,DDInter major interaction between Procainamide and Ivosidenib.
DDInter1000,DDInter1527,DDInter,Major,DDInter major interaction between Prochlorperazine and Ivosidenib.
