preferred_label,entity_type,source,aliases,AIC,ATC,RXCUI,DDINTER
SUMATRIPTAN,DRUG,AIFA anagrafica farmaci,SUMATRIPTAN,027975123|027975135|027975147|027975150|027975162|027975174|037484019|037484021|037484033|037484045|037484058|037484060|037484072|037484084|037484096|037484108|037484110|037484122|037484134|037484146|037484159|037484161|037772011|037772023|037772035|037772047|037772050|037772062|037772074|037772086|037772098|037772100|037772112|037772124|037772136|037772148|037772151|037772163|037772175|037772187|037772199|037772201|037772213|037772225|037772237|037772249|037772252|037772264|037772276|037772288|037772290|037772302|037772314|037772326|037772338|037772340|037772353|037772365|037772377|037772389|037772391|037772403|037772415|037772427|037772439|037772441|037772454|037772466|037772478|037772480|037998010|037998022|037998034|037998046|037998059|037998061|037998073|037998085|037998097|037998109|037998111|037998123|037998135|037998147|037998150|037998162|037998174|038111011|038111023|038111035|038111047|038111050|038111062|038111074|038111086|038111098|038111100|038111112|038111124|038111136|038111148|038111151|038111163|038111175|038111187|038111199|038111201|038111213|038111225|038111237|038111249|038111252|038111264|038111276|038111288|038111290|038111302|038111314|038111326|038111338|038111340|038111353|038111365|047538018|047538020|047538032|050913019|050913021|050913033|050913045|050972013|050972025|050972037|051463014|051463026,N02CC|N02CC01,,
SUMATRIPTAN AUROBINDO ITALIA,DRUG,AIFA anagrafica farmaci,SUMATRIPTAN AUROBINDO ITALIA,046202014|046202026|046202038|046202040,N02CC01,,
SUMATRIPTAN CNX THERAPEUTICS,DRUG,AIFA anagrafica farmaci,SUMATRIPTAN CNX THERAPEUTICS,051463014|051463026,N02CC01,,
SUMATRIPTAN DOC,DRUG,AIFA anagrafica farmaci,SUMATRIPTAN DOC,050913019|050913021|050913033|050913045,N02CC01,,
SUMATRIPTAN DOC GENERICI,DRUG,AIFA anagrafica farmaci,SUMATRIPTAN DOC GENERICI,038111011|038111023|038111035|038111047|038111050|038111062|038111074|038111086|038111098|038111100|038111112|038111124|038111136|038111148|038111151|038111163|038111175|038111187|038111199|038111201|038111213|038111225|038111237|038111249|038111252|038111264|038111276|038111288|038111290|038111302|038111314|038111326|038111338|038111340|038111353|038111365,N02CC01,,
SUMATRIPTAN EG,DRUG,AIFA anagrafica farmaci,SUMATRIPTAN EG,037484019|037484021|037484033|037484045|037484058|037484060|037484072|037484084|037484096|037484108|037484110|037484122|037484134|037484146|037484159|037484161,N02CC01,,
SUMATRIPTAN MYLAN,DRUG,AIFA anagrafica farmaci,SUMATRIPTAN MYLAN,039384019|039384021|039384033|039384045|039384058|039384060|039384072|039384084|039384096|039384108|039384110|039384122|039384134|039384146|039384159|039384161|039384173|039384185|039384197|039384209,N02CC01,,
SUMATRIPTAN SANDOZ,DRUG,AIFA anagrafica farmaci,SUMATRIPTAN SANDOZ,038636015|038636027|038636039|038636041|038636054|038636066|038636078|038636080|038636092|038636104|038636116|038636128|038636130|038636142|038636155|038636167|038636179|038636181|038636193|038636205|038636217|038636229|038636231|038636243|038636256|038636268|038636270|038636282,N02CC01,,
SUMATRIPTAN SUCCINATO,DRUG,AIFA anagrafica farmaci,SUMATRIPTAN SUCCINATO,027975059|027975061|027975073|037998186|038636015|038636027|038636039|038636041|038636054|038636066|038636078|038636080|038636092|038636104|038636116|038636128|038636130|038636142|038636155|038636167|038636179|038636181|038636193|038636205|038636217|038636229|038636231|038636243|038636256|038636268|038636270|038636282|039384019|039384021|039384033|039384045|039384058|039384060|039384072|039384084|039384096|039384108|039384110|039384122|039384134|039384146|039384159|039384161|039384173|039384185|039384197|039384209|039982018|039982020|039982032|039982044|046202014|046202026|046202038|046202040,N02CC01,,
SUMATRIPTAN SUN,DRUG,AIFA anagrafica farmaci,SUMATRIPTAN SUN,039982018|039982020|039982032|039982044,N02CC01,,
SUMATRIPTAN SUN PHARMA,DRUG,AIFA anagrafica farmaci,SUMATRIPTAN SUN PHARMA,047538018|047538020|047538032,N02CC01,,
SUMATRIPTAN TEVA,DRUG,AIFA anagrafica farmaci,SUMATRIPTAN TEVA,037998010|037998022|037998034|037998046|037998059|037998061|037998073|037998085|037998097|037998109|037998111|037998123|037998135|037998147|037998150|037998162|037998174|037998186,N02CC01,,
SUMATRIPTAN ZENTIVA,DRUG,AIFA anagrafica farmaci,SUMATRIPTAN ZENTIVA,037772011|037772023|037772035|037772047|037772050|037772062|037772074|037772086|037772098|037772100|037772112|037772124|037772136|037772148|037772151|037772163|037772175|037772187|037772199|037772201|037772213|037772225|037772237|037772249|037772252|037772264|037772276|037772288|037772290|037772302|037772314|037772326|037772338|037772340|037772353|037772365|037772377|037772389|037772391|037772403|037772415|037772427|037772439|037772441|037772454|037772466|037772478|037772480,N02CC01,,
SUMATRIPTAN/NAPROXENE,DRUG,AIFA anagrafica farmaci,SUMATRIPTAN/NAPROXENE,050972013|050972037,N02CC,,
SUMBULUS MOSCHATUS,DRUG,AIFA anagrafica farmaci,SUMBULUS MOSCHATUS,047240015,V03AX,,
SUMMAFLOX,DRUG,AIFA anagrafica farmaci,SUMMAFLOX,040047019|040047021,J01MA12,,
SUNITINIB,DRUG,AIFA anagrafica farmaci,SUNITINIB,045834013|045834025|045834037|045834049|045834052|045834064|045834076|045834088|045834090|045834102|045834114|045834126|045834138|045834140|045834153|045834165|045834177|045834189|045834191|045834203|046171017|046171029|046171031|046171043|046171056|046171068|046171070|046171082|047597012|047597024|047597036|047597048|047597051|047597063|047597075|047597087|047597099|047597101|047597113|047597125|047597137|047597149|047597152|047602014|047602026|047602038|047602040|047602053|047602065|047602077|047602089|047602091|047602103|047602115|047602127|047602139|047602141|047602154|047602166|048313011|048313023|048313035|048313047|048313050|048313062|048313074|048313086|048313098|048313100|048313112|048313124|048313136|048313148|048313151|048313163|049371014|049371026|049371038|049371040|049371053|049371065|049371077|049371089|049371091|049371103|049371115|049371127|051806014|051806026|051806038|051806040,L01EX01,,
SUNITINIB ACCORD,DRUG,AIFA anagrafica farmaci,SUNITINIB ACCORD,049371014|049371026|049371038|049371040|049371053|049371065|049371077|049371089|049371091|049371103|049371115|049371127,L01EX01,,
SUNITINIB AUROBINDO,DRUG,AIFA anagrafica farmaci,SUNITINIB AUROBINDO,051806014|051806026|051806038|051806040,L01EX01,,
SUNITINIB DR. REDDY'S,DRUG,AIFA anagrafica farmaci,SUNITINIB DR. REDDY'S,049456015|049456027|049456039|049456041|049456054|049456066|049456078|049456080|049456092|049456104|049456116|049456128|049456130|049456142|049456155|049456167|049456179|049456181|049456193|049456205|049456217|049456229|049456231|049456243|049456256|049456268|049456270|049456282|049456294|049456306|049456318|049456320|049456332,L01EX01,,
SUNITINIB EG,DRUG,AIFA anagrafica farmaci,SUNITINIB EG,047597012|047597024|047597036|047597048|047597051|047597063|047597075|047597087|047597099|047597101|047597113|047597125|047597137|047597149|047597152,L01EX01,,
SUNITINIB MALATO,DRUG,AIFA anagrafica farmaci,SUNITINIB MALATO,037192010|037192022|037192034|049456015|049456027|049456039|049456041|049456054|049456066|049456078|049456080|049456092|049456104|049456116|049456128|049456130|049456142|049456155|049456167|049456179|049456181|049456193|049456205|049456217|049456229|049456231|049456243|049456256|049456268|049456270|049456282|049456294|049456306|049456318|049456320|049456332,L01EX01,,
SUNITINIB MYLAN,DRUG,AIFA anagrafica farmaci,SUNITINIB MYLAN,047602014|047602026|047602038|047602040|047602053|047602065|047602077|047602089|047602091|047602103|047602115|047602127|047602139|047602141|047602154|047602166,L01EX01,,
SUNITINIB SANDOZ,DRUG,AIFA anagrafica farmaci,SUNITINIB SANDOZ,046171017|046171029|046171031|046171043|046171056|046171068|046171070|046171082,L01EX01,,
SUNITINIB TEVA,DRUG,AIFA anagrafica farmaci,SUNITINIB TEVA,045834013|045834025|045834037|045834049|045834052|045834064|045834076|045834088|045834090|045834102|045834114|045834126|045834138|045834140|045834153|045834165|045834177|045834189|045834191|045834203,L01EX01,,
SUNITINIB ZENTIVA,DRUG,AIFA anagrafica farmaci,SUNITINIB ZENTIVA,048313011|048313023|048313035|048313047|048313050|048313062|048313074|048313086|048313098|048313100|048313112|048313124|048313136|048313148|048313151|048313163,L01EX01,,
SUNLENCA,DRUG,AIFA anagrafica farmaci,SUNLENCA,050232014|050232026,J05AX31,,
SUNOSI,DRUG,AIFA anagrafica farmaci,SUNOSI,048446013|048446025|048446037|048446049|048446052|048446064|048446076|048446088|048446090|048446102,N06BA14,,
SUPEMTEK,DRUG,AIFA anagrafica farmaci,SUPEMTEK,052970011|052970023|052970035|052970047|052970050|052970062,J07BB02,,
SUPEMTEK TETRA,DRUG,AIFA anagrafica farmaci,SUPEMTEK TETRA,049227010|049227022|049227034|049227046|049227059|049227061,J07BB02,,
SUPPLYELT,DRUG,AIFA anagrafica farmaci,SUPPLYELT,044404010|044404022|044404034|044404046,B05XA31,,
SUPPOSTE DI GLICERINA VITI,DRUG,AIFA anagrafica farmaci,SUPPOSTE DI GLICERINA VITI,027880018|027880020|027880032,A06AX01,,
SUPRACEF,DRUG,AIFA anagrafica farmaci,SUPRACEF,028855056|028855068|028855070,J01DD08,,
SUPRANE,DRUG,AIFA anagrafica farmaci,SUPRANE,029288040,N01AB07,,
SUPREFACT,DRUG,AIFA anagrafica farmaci,SUPREFACT,025540016|025540028|025540030|025540042,L02AE01,,
SURFEDEX,DRUG,AIFA anagrafica farmaci,SURFEDEX,047636016,S01BA01,,
SURFOLASE,DRUG,AIFA anagrafica farmaci,SURFOLASE,027044027|027044041,R03DA,,
SURGAMYL,DRUG,AIFA anagrafica farmaci,SURGAMYL,025195025|025195052,M01AE11,,
SURMONTIL,DRUG,AIFA anagrafica farmaci,SURMONTIL,020118030,N06AA06,,
SURRENE,DRUG,AIFA anagrafica farmaci,SURRENE,046651016|047096019|047604018|047608017|047611013|049956016,V03AX,,
SURRENE/SURRENE/SURRENE/SURRENE,DRUG,AIFA anagrafica farmaci,SURRENE/SURRENE/SURRENE/SURRENE,049956016,V03AX,,
SURRENOL,DRUG,AIFA anagrafica farmaci,SURRENOL,037432010|037432022,H02AB13,,
SURSUM,DRUG,AIFA anagrafica farmaci,SURSUM,025910035|025910047,A11HA03,,
SURSUMOTI,DRUG,AIFA anagrafica farmaci,SURSUMOTI,049933017,V03AX,,
SUSOCTOCOG ALFA,DRUG,AIFA anagrafica farmaci,SUSOCTOCOG ALFA,044557015|044557027|044557039,B02BD14,,
SUSPIRIA,DRUG,AIFA anagrafica farmaci,SUSPIRIA,038035010|038035022|038035034,R06AE07,,
SUSTANON,DRUG,AIFA anagrafica farmaci,SUSTANON,016094017|049890015,G03BA03,,
SUSTEMIAL,DRUG,AIFA anagrafica farmaci,SUSTEMIAL,026688034|026688046,B03AA03,,
SUTENT,DRUG,AIFA anagrafica farmaci,SUTENT,037192010|037192022|037192034,L01EX01,,
SUTIMLIMAB,DRUG,AIFA anagrafica farmaci,SUTIMLIMAB,050307014|050307026,L04AJ04,,
SUVAMOD,DRUG,AIFA anagrafica farmaci,SUVAMOD,045384017|045384029|045384031|045384043,C10BX09,,
SUXAMETHONIUM,DRUG,AIFA anagrafica farmaci,SUXAMETHONIUM,046044018|046044020,M03AB01,,
SYCREST,DRUG,AIFA anagrafica farmaci,SYCREST,040761013|040761025|040761037|040761049|040761052|040761064,N05AH05,,
SYKURZUKI,DRUG,AIFA anagrafica farmaci,SYKURZUKI,047491016|047491028|047491030|047491042,A10BD08,,
SYLVANT,DRUG,AIFA anagrafica farmaci,SYLVANT,043447010|043447022,L04AC11,,
SYMBICORT,DRUG,AIFA anagrafica farmaci,SYMBICORT,035194012|035194024|035194036|035194048|035194051|035194063|035194075|035194087|035194099|035194101|035194214|035194226|035194238|035194240|035194253|035194265|035194277|035194289|035194291|049804038,R03AK07,,
SYMBICORTMITE,DRUG,AIFA anagrafica farmaci,SYMBICORTMITE,035603012|035603024|035603036|035603048|035603051|035603063|035603075|035603087|035603099|035603101,R03AK07,,
SYMKEVI,DRUG,AIFA anagrafica farmaci,SYMKEVI,047307018|047307020,R07AX31,,
SYMPHYTUM OFFICINALE,DRUG,AIFA anagrafica farmaci,SYMPHYTUM OFFICINALE,046207015|046502011|046502023|046502035|046502047|046502050|046502062|046502074|046502086|046502098|046502100|046502112|046502124|046502136|046502148|046502151|046502163|046502175|046502187|046502199|046502201|046502213|046502225|046502237|046502249|046502252|046502264|046502276|046502288|046502290|046502302|046502314|046502326|046502338|046502340|046502353|046502365|046502377|046502389|046502391|046502403|046502415|046502427|046502439|046502441|046502454|046502466|046502478|046502480|046502492|046502504|046502516|046502528|046502530|046502542|046502555|046502567|046502579|046502581|046502593|046502605|046502617|046502629|046502631|046502643|046502656|046502668|046502670|046502682|046502694|046502706|046502718|046502720|046502732|046502744|046502757|046502769|046502771|046502783|046502795|046502807|046502819|046502821|046502833|046502845|046502858|046502860|046502872|046502884|046502896|046502908|046502910|046502922|046502934|046502946|046502959|046502961|046502973|046502985|046502997|046507012|046507024|046507036|046507048|046507051|046507063|046507075|046507087|046507099|046507101|046507113|046507125|046507137|046507149|046507152|046507164|046507176|046507188|046507190|046507202|046507214|046507226|046507238|046507240|046507253|046507265|046507277|046507289|046507291|046507303|046507315|046507327|046507339|046507341|046507354|046507366|046507378|047305014|047305026|047305038|047305040|047305053|047305065|047305077|047305089|047305091|047305103|047305115|047305127|047305139|047305141|047305154|047305166|047305178|047305180|047305192|047305204|047305216|047305228|047305230|047305242|047305255|047305267|047305279|047305281|047305293|047305305|047305317|047305329|047305331|047305343|047305356|047305368|047305370|047305382|047305394|047305406|047305418|047305420|047305432|047305444|047305457|047305469|047305471|047305483|047305495|047305507|047305519|047305521|047305533|047305545|047305558|047305560|047305572|048320016|048320028|048320030|048320042|048320055|048320067|048320079|048320081|048320093|048320105|048320117|048320129|048320131|048320143|048320156|048320168|048320170|048320182|048320194|048320206|048320218|048320220|048320232|048320244|048320257|048320269|048320271|048320283|048320295|048320307|048320319|048320321|048320333|048320345|048320358|048320360|048320372|048320384|048320396|048320408|048320410|048320422|048320434|048320446|048320459|048320461|048320473|048320485|048320497|048320509|048320511|048320523|048320535|048320547|048320550|048320562|048320574|048320586|048320598|048320600|048320612|048320624|048320636|048320648|051045019|051045021|051045033|051045045,M02AX|V03AX,,
SYMPHYTUM OFFICINALIS,DRUG,AIFA anagrafica farmaci,SYMPHYTUM OFFICINALIS,048320016|048320028|048320030|048320042|048320055|048320067|048320079|048320081|048320093|048320105|048320117|048320129|048320131|048320143|048320156|048320168|048320170|048320182|048320194|048320206|048320218|048320220|048320232|048320244|048320257|048320269|048320271|048320283|048320295|048320307|048320319|048320321|048320333|048320345|048320358|048320360|048320372|048320384|048320396|048320408|048320410|048320422|048320434|048320446|048320459|048320461|048320473|048320485|048320497|048320509|048320511|048320523|048320535|048320547|048320550|048320562|048320574|048320586|048320598|048320600|048320612|048320624|048320636|048320648,V03AX,,
SYMTUZA,DRUG,AIFA anagrafica farmaci,SYMTUZA,045660014|045660026,J05AR22,,
SYNACTHEN,DRUG,AIFA anagrafica farmaci,SYNACTHEN,020780045,H01AA02,,
SYNAGIS,DRUG,AIFA anagrafica farmaci,SYNAGIS,034529014|034529026|034529038|034529040,J06BD01,,
SYNCROPINE,DRUG,AIFA anagrafica farmaci,SYNCROPINE,051100016|051100028,N05CH01,,
SYNFLEX,DRUG,AIFA anagrafica farmaci,SYNFLEX,024722047|024722086|024722112,M01AE02,,
SYNFLORIX,DRUG,AIFA anagrafica farmaci,SYNFLORIX,039104017|039104029|039104031|039104043|039104056|039104068|039104070|039104082|039104094|039104118|039104120,J07AL52,,
SYNJARDY,DRUG,AIFA anagrafica farmaci,SYNJARDY,044229019|044229021|044229033|044229045|044229058|044229060|044229072|044229084|044229096|044229108|044229110|044229122|044229134|044229146|044229159|044229161|044229173|044229185|044229197|044229209|044229211|044229223|044229235|044229247|044229250|044229262|044229274|044229286|044229298|044229300|044229312|044229324|044229336|044229348|044229351|044229363|044229375|044229387|044229399|044229401,A10BD20,,
SYNTARIS,DRUG,AIFA anagrafica farmaci,SYNTARIS,024721021,R01AD04,,
SYNTOCINON,DRUG,AIFA anagrafica farmaci,SYNTOCINON,014684029,H01BB02,,
SYNTRAGUT,DRUG,AIFA anagrafica farmaci,SYNTRAGUT,052595016|052595028|052595030,S01ED51,,
SYRINGA VULGARIS,DRUG,AIFA anagrafica farmaci,SYRINGA VULGARIS,046267011,V03AX,,
SYXVAR,DRUG,AIFA anagrafica farmaci,SYXVAR,047701014|047701026,V03AX,,
SYZYGIUM JAMBOLANUM,DRUG,AIFA anagrafica farmaci,SYZYGIUM JAMBOLANUM,046499012|047095017,V03AX,,
SYZYGIUM JAMBOLANUM DYNAMIS,DRUG,AIFA anagrafica farmaci,SYZYGIUM JAMBOLANUM DYNAMIS,049272014|049272026|049272038|049272040|049272053|049272065|049272077|049272089|049272091|049272103|049272115|049272127|049272139|049272141|049272154|049272166|049272178|049272180|049272192|049272204|049272216|049272228|049272230|049272242|049272255|049272267|049272279|049272281|049272293|049272305|049272317|049272329|049272331|049272343|049272356|049272368|049272370|049272382|049272394|049272406|049272418|049272420|049272432|049272444|049272457|049272469|049272471|049272483|049272495|049272507|049272519|049272521|049272533|049272545|049272558|049272560|049272572|049272584|049272596|049272608|049272610|049272622|049272634|049272646|049272659|049272661|049272673|049272685|049272697|049272709|049272711|049272723|049272735|049272747|049272750|049272762|049272774|049272786|049272798|049272800|049272812|049272824|049272836|049272848|049272851|049272863|049272875|049272887|049272899|049272901|049272913|049272925|049272937|049272949|049272952|049272964|049272976|049272988|049272990|049273016|049273028|049273030|049273042|049273055|049273067|049273079|049273081|049273093|049273105|049273117|049273129|049273131|049273143|049273156|049273168|049273170|049273182|049273194|049273206|049273218|049273220|049273232|049273244|049273257|049273269|049273271|049273283|049273295|049273307|049273319|049273321|049273333|049273345|049273358|049273360|049273372|049273384|049273396|049273408|049273410|049273422|049273434|049273446|049273459|049273461|049273473|049273485|049273497|049273509|049273511|049273523|049273535|049273547|049273550|049273562|049273574|049273586|049273598|049273600|049273612|049273624|049273636|049273648|049273651|049273663|049273675|049273687|049273699|049273701|049273713|049273725|049273737|049273749|049273752|049273764|049273776|049273788|049273790,V03AX,,
