preferred_label,entity_type,source,aliases,AIC,ATC,RXCUI,DDINTER
STREPTOCOCCINUM,DRUG,AIFA anagrafica farmaci,STREPTOCOCCINUM,047172010,V03AX,,
STREPTOCOCCUS AGALACTIAE,DRUG,AIFA anagrafica farmaci,STREPTOCOCCUS AGALACTIAE,022928016|022928028,J07AX,,
STREPTOCOCCUS PNEUMONIAE,DRUG,AIFA anagrafica farmaci,STREPTOCOCCUS PNEUMONIAE,022928016|022928028,J07AX,,
STREPTOCOCCUS PNEUMONIAE/STREPTOCOCCUS AGALACTIAE/STAPHYLOCOCCUS AUREUS/HAEMOPHILUS INFLUENZAE,DRUG,AIFA anagrafica farmaci,STREPTOCOCCUS PNEUMONIAE/STREPTOCOCCUS AGALACTIAE/STAPHYLOCOCCUS AUREUS/HAEMOPHILUS INFLUENZAE,022928028,J07AX,,
STREPTOCOCCUS THERMOPHILUS,DRUG,AIFA anagrafica farmaci,STREPTOCOCCUS THERMOPHILUS,033968013|033968025|034966010|034966022,A07FA01,,
STREPTOCOCCUS THERMOPHILUS/LACTOBACILLUS ACIDOPHILUS/LACTOBACILLUS DELBRUECKII,DRUG,AIFA anagrafica farmaci,STREPTOCOCCUS THERMOPHILUS/LACTOBACILLUS ACIDOPHILUS/LACTOBACILLUS DELBRUECKII,034966010|034966022,A07FA01,,
STREPTOSIL CON NEOMICINA,DRUG,AIFA anagrafica farmaci,STREPTOSIL CON NEOMICINA,023589031|023589043,D06C,,
STREPTOZOCINA,DRUG,AIFA anagrafica farmaci,STREPTOZOCINA,045123015,L01AD04,,
STREPTOZOCINA KEOCYT,DRUG,AIFA anagrafica farmaci,STREPTOZOCINA KEOCYT,045123015,L01AD04,,
STRIALISIN,DRUG,AIFA anagrafica farmaci,STRIALISIN,035314018|035314020,M03BX05,,
STRIASCAN,DRUG,AIFA anagrafica farmaci,STRIASCAN,048078012|048078024,V09AB03,,
STRIBILD,DRUG,AIFA anagrafica farmaci,STRIBILD,042815011|042815023,J05AR09,,
STRIMVELIS,DRUG,AIFA anagrafica farmaci,STRIMVELIS,044880019,L03AX,,
STRIVERDI RESPIMAT,DRUG,AIFA anagrafica farmaci,STRIVERDI RESPIMAT,042432056|042432068|042432070|042432082,R03AC19,,
STRONTIUM CARBONICUM,DRUG,AIFA anagrafica farmaci,STRONTIUM CARBONICUM,047808011|047808023|047808035|047808047|047808050|047808062|047808074|047808086|047808098|047808100|047808112|047808124|047808136|047808148|047808151|047808163|047808175|047808187|047808199|047808201|047808213|047808225|047808237|047808249|047808252|047808264|047808276|047808288|047808290|047808302|047808314|047808326|047808338|047808340|047808353|047808365|047808377|047808389|047808391|047808403|047808415|047808427|047808439|047808441|047808454|047808466|047808478|047808480|047808492,V03AX,,
STRONTIUM CARBONICUM DYNAMIS,DRUG,AIFA anagrafica farmaci,STRONTIUM CARBONICUM DYNAMIS,047808011|047808023|047808035|047808047|047808050|047808062|047808074|047808086|047808098|047808100|047808112|047808124|047808136|047808148|047808151|047808163|047808175|047808187|047808199|047808201|047808213|047808225|047808237|047808249|047808252|047808264|047808276|047808288|047808290|047808302|047808314|047808326|047808338|047808340|047808353|047808365|047808377|047808389|047808391|047808403|047808415|047808427|047808439|047808441|047808454|047808466|047808478|047808480|047808492,V03AX,,
STRUMEL,DRUG,AIFA anagrafica farmaci,STRUMEL,048329015|048329027,R03BA02,,
STUTAN,DRUG,AIFA anagrafica farmaci,STUTAN,045745015|045745027|045745039|045745041|045745054|045745066|045745078|045745080,N03AX18,,
SUADIAN,DRUG,AIFA anagrafica farmaci,SUADIAN,028480010|028480046,D01AE22,,
SUBITENE,DRUG,AIFA anagrafica farmaci,SUBITENE,034764011|034764035|034764047|034764050|034764062|034764074|034764086|034764098|034764100,M01AE01,,
SUBLASOL,DRUG,AIFA anagrafica farmaci,SUBLASOL,050172016,D07AD01,,
SUBLIFEN,DRUG,AIFA anagrafica farmaci,SUBLIFEN,049018017|049018029|049018031|049018043|049018056|049018068|049018070|049018082|049018094|049018106|049018118,N02AB03,,
SUBLIVAC BETULLA,DRUG,AIFA anagrafica farmaci,SUBLIVAC BETULLA,051846018|051846020,V01AA05,,
SUBLIVAC BETULLA/NOCCIOLO/ONTANO,DRUG,AIFA anagrafica farmaci,SUBLIVAC BETULLA/NOCCIOLO/ONTANO,051845016|051845028,V01AA05,,
SUBOXONE,DRUG,AIFA anagrafica farmaci,SUBOXONE,037604016|037604028|037604030|037604042|037604055|037604067|037604079|037604081|037604093|037604105|037604117|037604129|037604131|037604143|037604156|037604168|037604170|037604182,N07BC51,,
SUCRALFATO,DRUG,AIFA anagrafica farmaci,SUCRALFATO,022803035|022803047|025652049|025652052|025652064|025652076|025724055|025724067|028561037|028561049|034788012,A02BX02|M01AE53,,
SUCRALFATO DOC GENERICI,DRUG,AIFA anagrafica farmaci,SUCRALFATO DOC GENERICI,034788012,A02BX02,,
SUCRAMAL,DRUG,AIFA anagrafica farmaci,SUCRAMAL,025724055|025724067,A02BX02,,
SUCRATE,DRUG,AIFA anagrafica farmaci,SUCRATE,025652049|025652052|025652064|025652076,A02BX02,,
SUFENTANIL CITRATO,DRUG,AIFA anagrafica farmaci,SUFENTANIL CITRATO,028347019|028347021|028347045|028347058|028347060|035629017|035629029|035629031|035629070|035629082|036323018|036323032|036323044|046921019|046921021,N01AH03,,
SUFENTANIL HAMELN,DRUG,AIFA anagrafica farmaci,SUFENTANIL HAMELN,035629017|035629029|035629031|035629070|035629082,N01AH03,,
SUFENTANIL PIRAMAL,DRUG,AIFA anagrafica farmaci,SUFENTANIL PIRAMAL,028347019|028347021|028347045|028347058|028347060,N01AH03,,
SUGAMMADEX,DRUG,AIFA anagrafica farmaci,SUGAMMADEX,038801015|038801027|049366014|049366026|049366038|049608019|049608021|049608033|049608045|049671011|049671023|049672013|049672025|049787017|049787029|049787031|049787043|050059017|050059029|050154018|050154020|050179011|050179023|050227014|050227026|050227038|050245012|050245024|050245036|050245048|050311012|050311024|050450016|050450028|050477013|050477025|050496013|050534015|050534027|050534039|050534041|050639018|050639020|050709017|050709029|050749011|050749023,V03AB35,,
SUGAMMADEX ABDI FARMA,DRUG,AIFA anagrafica farmaci,SUGAMMADEX ABDI FARMA,050743018|050743020,V03AB35,,
SUGAMMADEX ACCORD,DRUG,AIFA anagrafica farmaci,SUGAMMADEX ACCORD,049672013|049672025,V03AB35,,
SUGAMMADEX ADROIQ,DRUG,AIFA anagrafica farmaci,SUGAMMADEX ADROIQ,050709017|050709029,V03AB35,,
SUGAMMADEX AGUETTANT,DRUG,AIFA anagrafica farmaci,SUGAMMADEX AGUETTANT,050786019|050786021,V03AB35,,
SUGAMMADEX AMOMED,DRUG,AIFA anagrafica farmaci,SUGAMMADEX AMOMED,050496013,V03AB35,,
SUGAMMADEX ASPEN,DRUG,AIFA anagrafica farmaci,SUGAMMADEX ASPEN,050450016|050450028,V03AB35,,
SUGAMMADEX BAXTER,DRUG,AIFA anagrafica farmaci,SUGAMMADEX BAXTER,050179011|050179023,V03AB35,,
SUGAMMADEX DR. REDDY'S,DRUG,AIFA anagrafica farmaci,SUGAMMADEX DR. REDDY'S,049608019|049608021|049608033|049608045,V03AB35,,
SUGAMMADEX EG,DRUG,AIFA anagrafica farmaci,SUGAMMADEX EG,050477013|050477025,V03AB35,,
SUGAMMADEX FISIOPHARMA,DRUG,AIFA anagrafica farmaci,SUGAMMADEX FISIOPHARMA,050534015|050534027|050534039|050534041,V03AB35,,
SUGAMMADEX FRESENIUS KABI,DRUG,AIFA anagrafica farmaci,SUGAMMADEX FRESENIUS KABI,050227014|050227026|050227038,V03AB35,,
SUGAMMADEX GLENMARK,DRUG,AIFA anagrafica farmaci,SUGAMMADEX GLENMARK,050639018|050639020,V03AB35,,
SUGAMMADEX IBI,DRUG,AIFA anagrafica farmaci,SUGAMMADEX IBI,050245012|050245024|050245036|050245048,V03AB35,,
SUGAMMADEX JUTA,DRUG,AIFA anagrafica farmaci,SUGAMMADEX JUTA,050694013|050694025|050694037|050694049|050694052|050694064,V03AB35,,
SUGAMMADEX KALCEKS,DRUG,AIFA anagrafica farmaci,SUGAMMADEX KALCEKS,050761016|050761028|050761030|050761042,V03AB35,,
SUGAMMADEX MEDAC,DRUG,AIFA anagrafica farmaci,SUGAMMADEX MEDAC,050154018|050154020,V03AB35,,
SUGAMMADEX MYLAN,DRUG,AIFA anagrafica farmaci,SUGAMMADEX MYLAN,049787017|049787029|049787031|049787043,V03AB35,,
SUGAMMADEX NORIDEM,DRUG,AIFA anagrafica farmaci,SUGAMMADEX NORIDEM,050059017|050059029,V03AB35,,
SUGAMMADEX PIRAMAL,DRUG,AIFA anagrafica farmaci,SUGAMMADEX PIRAMAL,050749011|050749023,V03AB35,,
SUGAMMADEX QILU,DRUG,AIFA anagrafica farmaci,SUGAMMADEX QILU,050311012|050311024,V03AB35,,
SUGAMMADEX S.A.L.F.,DRUG,AIFA anagrafica farmaci,SUGAMMADEX S.A.L.F.,051264012|051264024,V03AB35,,
SUGAMMADEX SANDOZ,DRUG,AIFA anagrafica farmaci,SUGAMMADEX SANDOZ,049366014|049366026|049366038,V03AB35,,
SUGAMMADEX SODIUM,DRUG,AIFA anagrafica farmaci,SUGAMMADEX SODIUM,049859010|049859022|050099011|050099023|050687019|050687021|050694013|050694025|050694037|050694049|050694052|050694064|050743018|050743020|050761016|050761028|050761030|050761042|050786019|050786021|051264012|051264024,V03AB35,,
SUGAMMADEX TEVA,DRUG,AIFA anagrafica farmaci,SUGAMMADEX TEVA,049859010|049859022,V03AB35,,
SUGAMMADEX TILLOMED,DRUG,AIFA anagrafica farmaci,SUGAMMADEX TILLOMED,050099011|050099023,V03AB35,,
SUGAMMADEX VIVANTA,DRUG,AIFA anagrafica farmaci,SUGAMMADEX VIVANTA,050687019|050687021,V03AB35,,
SUGAMMADEX ZENTIVA,DRUG,AIFA anagrafica farmaci,SUGAMMADEX ZENTIVA,049671011|049671023,V03AB35,,
SUGEMALIMAB,DRUG,AIFA anagrafica farmaci,SUGEMALIMAB,051391011,L01FF11,,
SULAMID,DRUG,AIFA anagrafica farmaci,SULAMID,027547013,N05AL05,,
SULBACTAM,DRUG,AIFA anagrafica farmaci,SULBACTAM,026360053|026360077|026360089|026360091|026360103,J01CR01|J01CR04,,
SULBACTAM SODICO,DRUG,AIFA anagrafica farmaci,SULBACTAM SODICO,036624017|036624029|036624031|036624043|036624056|036624068|036624070|036624082|036624094|036624106,J01CR01,,
SULBACTAM/AMPICILLINA,DRUG,AIFA anagrafica farmaci,SULBACTAM/AMPICILLINA,026360053|026360077|026360089|026360091|026360103,J01CR01|J01CR04,,
SULFACETAMIDE SODICA,DRUG,AIFA anagrafica farmaci,SULFACETAMIDE SODICA,004894010,S01AB,,
SULFADIAZINA ARGENTICA,DRUG,AIFA anagrafica farmaci,SULFADIAZINA ARGENTICA,025561010|025561022|025561073|028440030|028440055|028440067|028440079|028441018|028441020,D06BA01|D06BA51,,
SULFAMETILTIAZOLO,DRUG,AIFA anagrafica farmaci,SULFAMETILTIAZOLO,002177018,S01AA30,,
SULFAMETOSSAZOLO,DRUG,AIFA anagrafica farmaci,SULFAMETOSSAZOLO,021978046|028313029|048950012,J01EE01,,
SULFASALAZINA,DRUG,AIFA anagrafica farmaci,SULFASALAZINA,012048031|012048043,A07EC01,,
SULFATIAZOLO,DRUG,AIFA anagrafica farmaci,SULFATIAZOLO,023589031|023589043,D06C,,
SULFATIAZOLO/NEOMICINA SOLFATO,DRUG,AIFA anagrafica farmaci,SULFATIAZOLO/NEOMICINA SOLFATO,023589031,D06C,,
SULFOGUAIACOLO,DRUG,AIFA anagrafica farmaci,SULFOGUAIACOLO,008883035|010519078|022895039,R05FA02|R05FB02,,
SULFOGUAIACOLO/DESTROMETORFANO,DRUG,AIFA anagrafica farmaci,SULFOGUAIACOLO/DESTROMETORFANO,010519078,R05FA02,,
SULFUR,DRUG,AIFA anagrafica farmaci,SULFUR,045842010|045842022|045842034|045842046|045842059|045842061|045842073|045842085|045842097|045842109|045842111|045842123|045842135|045842147|045842150|045842162|045842174|045842186|045842198|045842200|045842212|045842224|045842236|045842248|045842251|045842263|045842275|045842287|045842299|045842301|045842313|045842325|045842337|045842349|045842352|045842364|045842376|045842388|045842390|045842402|045842414|045842426|045842438|045842440|045842453|045842465|045842477|045842489|045842491|045842503|045842515|045842527|045842539|045842541|045842554|045842566|045842578|045842580|045842592|045842604|045842616|045842628|045842630|045842642|045842655|045842667|045842679|045842681|045842693|045842705|045842717|045842729|045842731|045842743|045842756|045842768|045842770|045842782|045842794|045842806|045842818|045842820|045842832|045842844|045842857|045842869|045842871|045842883|045842895|045842907|045842919|045842921|045842933|045842945|045842958|045842960|045892015|046147017|046156016|046157018|046193013|046447013|046521011|046563019|046563021|046563033|046563045|046563058|046563060|046563072|046563084|046563096|046563108|046563110|046563122|046563134|046563146|046563159|046563161|046563173|046563185|046563197|046563209|046563211|046563223|046563235|046563247|046563250|046563262|046563274|046563286|046563298|046563300|046563312|046563324|046563336|046563348|046563351|046563363|046563375|046563387|046563399|046563401|046563413|046563425|046563437|046563449|046563452|046563464|046563476|046563488|046563490|046563502|046563514|046563526|046563538|046563540|046563553|046563565|046563577|046772012|046802017|046802029|046802031|046802043|046802056|046802068|046802070|046802082|046802094|046802106|046802118|046802120|046844015|047235015|047365010|047365022|047365034|047365046|047365059|047365061|047365073|047365085|047365097|047365109|047365111|047365123|047365135|047365147|047365150|047365162|047365174|047365186|047365198|047365200|047365212|047365224|047365236|047365248|047365251|047365263|047365275|047365287|047365299|047365301|047365313|047365325|047365337|047365349|047365352|047365364|047365376|047365388|047365390|047365402|047365414|047365426|047365438|047365440|047365453|047365465|047365477|047365489|047365491|047365503|047365515|047365527|047365539|047365541|047365554|047365566|047365578|047365580|047365592|047365604|047365616|047365628|047365630|047365642|047365655|047365667|047365679|047365681|047365693|047365705|047365717|047365729|047365731|047365743|047365756|047365768|047365770|047365782|047365794|047365806|047365818|047365820|047365832|047365844|047365857|047365869|047365871|047365883|047365895|047365907|047365919|047365921|047365933|047365945|047365958|047365960|047365972|047365984|047365996|047366012|047366024|047366036|047366048|047366051|047366063|047366075|047366087|047366099|047366101|047366113|047366125|047366137|047366149|047366152|047366164|047366176|047366188|047366190|047366202|047366214|047366226|047366238|047366240|047366253|047366265|047366277|047366289|047366291|047366303|047366315|047366327|047366339|047366341|047366354|047366366|047366378|047366380|047366392|047366404|047366416|047366428|047366430|047366442|047366455|047366467|047366479|047366481|047366493|047366505|047366517|047366529|047366531|047366543|047366556|047366568|047366570|047366582|047366594|047366606|047366618|047366620|047366632|047366644|047366657|047366669|047366671|047366683|047366695|047366707|047366719|047366721|047366733|047366745|047366758|047366760|047366772|047366784|047366796|047366808|047366810|047366822|047366834|047366846|047366859|047366861|047366873|047366885|047366897|047366909|047366911|047366923|047366935|047607015|048073011|048084014|048084026|048321018|049935012|049935024|049941014|049962018,V03AX,,
SULFUR COMPLEXE 12,DRUG,AIFA anagrafica farmaci,SULFUR COMPLEXE 12,046193013,V03AX,,
SULFUR DYNAMIS,DRUG,AIFA anagrafica farmaci,SULFUR DYNAMIS,047826019|047826021|047826033|047826045|047826058|047826060|047826072|047826084|047826096|047826108|047826110|047826122|047826134|047826146|047826159|047826161|047826173|047826185|047826197|047826209|047826211|047826223|047826235|047826247|047826250|047826262|047826274|047826286|047826298|047826300|047826312|047826324|047826336|047826348|047826351|047826363|047826375|047826387|047826399|047826401|047826413|047826425|047826437|047826449|047826452|047826464|047826476|047826488|047826490|047826502|047826514|047826526|047826538|047826540|047826553|047826565|047826577|047826589|047826591|047826603|047826615|047826627|047826639|047826641|047826654|047826666|047826678|047826680|047826692|047826704|047826716|047826728|047826730|047826742|047826755|047826767|047826779|047826781|047826793|047826805|047826817|047826829|047826831|047826843|047826856|047826868|047826870|047826882|047826894|047826906|047826918|047826920|047826932|047826944|047826957|047826969|047826971|047826983|047826995|047828013|047828025|047828037|047828049|047828052|047828064|047828076|047828088|047828090|047828102|047828114|047828126|047828138|047828140|047828153|047828165|047828177|047828189|047828191|047828203|047828215|047828227|047828239|047828241|047828254|047828266|047828278|047828280|047828292|047828304|047828316|047828328|047828330|047828342|047828355|047828367|047828379|047828381|047828393|047828405|047828417|047828429|047828431|047828443|047828456|047828468|047828470|047828482|047828494|047828506|047828518|047828520|047828532|047828544|047828557|047828569|047828571|047828583|047828595|047828607|047828619|047828621|047828633|047828645|047828658|047828660|047828672|047828684|047828696|047828708|047828710|047828722|047828734|047828746|047828759|047828761|047828773|047828785|047828797|047828809|047828811|047828823|047828835|047828847|047828850|047828862|047828874|047828886|047828898|047828900|047828912|047828924|047828936|047828948|047828951|047828963|047828975|047828987|047828999|047831019|047831021|047831033|047831045|047831058|047831060|047831072|047831084|047831096|047831108|047831110|047831122|047831134|047831146|047831159|047831161|047831173|047831185|047831197|047831209|047831211|047831223|047831235|047831247|047831250|047831262|047831274|047831286|047831298|047831300|047831312|047831324|047831336|047831348|047831351|047831363|047831375|047831387|047831399|047831401|047831413|047831425|047831437|047831449|047831452|047831464|047831476|047831488|047831490|047831502|047831514|047831526|047831538|047831540|047831553|047831565|047831577|047831589|047831591|047831603|047831615|047831627|047831639|047831641|047831654|047831666|047831678|047831680|047831692|047831704|047831716|047831728|047831730|047831742|047831755|047831767|047831779|047831781|047831793|047831805|047831817|047831829|047831831|047831843|047831856|047831868|047831870|047831882|047831894|047831906|047831918|047831920|047831932|047831944|047831957|047831969|047831971|047831983|047831995|047832011|047832023|047832035|047832047|047832050|047832062|047832074|047832086|047832098|047832100|047832112|047832124|047832136|047832148|047832151|047832163|047832175|047832187|047832199|047832201|047832213|047832225|047832237|047832249|047832252|047832264|047832276|047832288|047832290|047832302|047832314|047832326|047832338|047832340|047832353|047832365|047832377|047832389|047832391|047832403|047832415|047832427|047832439|047832441|047832454|047832466|047832478|047832480|047832492|047832504|047832516|047832528|047832530|047832542|047832555|047832567|047832579|047832581|047832593|047832605|047832617|047832629|047832631|047832643|047832656|047832668|047832670|047832682|047832694|047832706|047832718|047832720|047832732|047832744|047832757|047832769|047832771|047832783|047832795|047832807|047832819|047832821|047832833|047832845|047832858|047832860|047832872|047832884|047832896|047832908|047832910|047832922|047832934|047832946|047832959|047832961|047832973|047832985|047832997|047833013|047833025|047833037|047833049|047833052|047833064|047833076|047833088|047833090|047833102|047833114|047833126|047833138|047833140,V03AX,,
SULFUR IODATUM,DRUG,AIFA anagrafica farmaci,SULFUR IODATUM,046208017|046213017|046213029|046213031|046213043|046213056|046213068|046213070|046213082|046213094|046213106|046213118|046213120|046213132|046213144|046213157|046213169|046213171|046213183|046213195|046213207|046213219|046213221|046213233|046213245|046213258|046213260|046213272|046213284|046213296|046213308|046213310|046213322|046213334|046213346|046213359|046213361|046213373|046213385|046213397|046213409|046213411|046213423|046213435|046213447|046213450|046213462|046213474|046213486|046213498|046213500|046213512|046213524|046213536|046213548|046213551|046213563|046213575|046213587|046213599|046213601|046213613|046213625|046213637|046213649|046213652|046213664|046213676|046213688|046213690|046213702|046213714|046213726|046213738|046213740|046213753|046213765|046213777|046213789|046213791|046213803|046213815|046213827|046213839|046213841|046213854|046213866|046213878|046213880|046213892|046213904|046213916|046213928|046213930|046213942|046213955|046213967|046213979|046213981|046213993|046214019|046214021|046214033|046214045|046214058|046214060|046338012|046354015|046360018|046804011|046804023|046804035|046804047|046804050|046804062|046804074|047369018|047369020|047369032|047369044|047369057|047369069|047369071|047369083|047369095|047369107|047369119|047369121|047369133|047369145|047369158|047369160|047369172|047369184|047369196|047369208|047369210|047369222|047369234|047369246|047369259|047369261|047369273|047369285|047369297|047369309|047369311|047369323|047369335|047369347|047369350|047369362|047369374|047369386|047369398|047369400|047369412|047369424|047369436|047369448|047369451|047369463|047369475|047369487|047369499|047369501|047369513|047369525|047369537|047369549|047369552|047369564|047369576|047369588|047369590|047369602|047369614|047369626|047369638|047369640|047369653|047369665|047369677|047369689|047369691|047369703|047369715|047369727|047369739|047369741|047369754|047369766|047369778|047369780|047369792|047369804|047369816|047369828|047646017|047646029|047646031|047646043|047646056|047646068|047646070|047646082|047646094|047646106|047646118|047646120|047646132|047646144|047646157|047646169|047646171|047646183|047646195|047646207|047646219|047646221|047646233|047646245|047646258|047646260|047646272|047646284|047646296|047646308|047646310|047646322|047646334|047646346|047646359|047646361|047646373|047646385|047646397|047646409|047646411|047646423|047646435|047646447|047646450|047646462|047646474|047646486|047646498|047646500|047646512|047646524|047646536|047646548|047646551|047646563|047646575|048354017|050522010,V03AX,,
SULFUR IODATUM DYNAMIS,DRUG,AIFA anagrafica farmaci,SULFUR IODATUM DYNAMIS,048510010|048510022|048510034|048510046|048510059|048510061|048510073|048510085|048510097|048510109|048510111|048510123|048510135|048510147|048510150|048510162|048510174|048510186|048510198|048510200|048510212|048510224|048510236|048510248|048510251|048510263|048510275|048510287|048510299|048510301|048510313|048510325|048510337|048510349|048510352|048510364|048510376|048510388|048510390|048510402|048510414|048510426|048510438|048510440|048510453|048510465|048510477|048510489|048510491|048510503|048510515|048510527|048510539|048510541|048510554|048510566|048510578|048510580|048510592|048510604|048510616|048510628|048510630|048510642|048510655|048510667|048510679|048510681|048510693|048510705|048510717|048510729|048510731|048510743|048510756|048510768|048510770|048510782|048510794|048510806|048510818|048510820|048510832|048510844|048510857|048510869|048510871|048510883|048510895|048510907|048510919|048510921|048510933|048510945|048510958|048510960|048510972|048510984|048510996|048511012|048511024|048511036|048511048|048511051|048511063|048511075|048511087|048511099|048511101|048511113|048511125|048511137|048511149|048511152|048511164|048511176|048511188|048511190|048511202|048511214|048511226|048511238|048511240|048511253|048511265|048511277|048511289|048511291|048511303|048511315|048511327|048511339|048511341|048511354|048511366|048511378|048511380|048511392|048511404|048511416|048511428|048511430|048511442|048511455|048511467|048511479|048511481|048511493|048511505|048511517|048511529|048511531|048511543|048511556|048511568|048511570|048511582|048511594|048511606|048511618|048511620|048511632|048511644|048511657|048511669|048511671|048511683|048511695|048511707|048511719|048511721|048511733|048511745|048511758|048511760|048511772|048511784|048511796|048511808|048511810|048511822|048511834|048511846|048511859|048511861|048511873|048511885|048511897|048511909|048511911|048511923|048511935|048511947|048511950|048511962|048511974|048511986|048511998|048512014|048512026|048512038|048512040|048512053|048512065|048512077|048512089|048512091|048512103|048512115|048512127|048512139|048512141|048512154|048512166|048512178|048512180|048512192|048512204|048512216|048512228|048512230|048512242|048512255|048512267|048512279|048512281|048512293|048512305|048512317|048512329|048512331|048512343|048512356|048512368,V03AX,,
SULFUR IODATUM/THUYA OCCIDENTALIS/SILICEA,DRUG,AIFA anagrafica farmaci,SULFUR IODATUM/THUYA OCCIDENTALIS/SILICEA,046354015,V03AX,,
SULFUR/THUYA OCCIDENTALIS/SILICEA,DRUG,AIFA anagrafica farmaci,SULFUR/THUYA OCCIDENTALIS/SILICEA,047235015,V03AX,,
SULFUR/VINCETOXICUM/SULFUR/VINCETOXICUM/VINCETOXICUM,DRUG,AIFA anagrafica farmaci,SULFUR/VINCETOXICUM/SULFUR/VINCETOXICUM/VINCETOXICUM,049935012|049935024,V03AX,,
SULFURICUM ACIDUM,DRUG,AIFA anagrafica farmaci,SULFURICUM ACIDUM,046244012|046244024|046244036|046244048|046244051|046244063|046244075|046244087|046244099|046244101|046244113|046244125|046244137|046244149|046244152|046244164|046244176|046244188|046244190|046244202|046244214|046244226|046244238|046244240|046244253|046244265|046244277|046244289|046244291|046244303|046244315|046244327|046244339|046244341|046244354|046244366|046244378|046244380|046244392|046244404|046244416|046244428|046244430|046244442|046244455|046244467|046244479|046244481|046244493|046244505|046244517|046244529|046244531|046244543|046244556|046244568|046244570|046244582|046244594|046244606|046244618|046244620|046244632|046244644|046244657|046244669|046244671|046244683|046244695|046244707|046244719|046244721|046244733|046244745|046244758|046244760|046244772|046244784|046244796|046244808|046244810|046244822|046244834|046244846|046244859|046244861|046244873|046244885|046244897|046244909|046244911|046244923|046244935|046244947|046244950|046244962|046244974|046244986|046244998|046246017|046246029|046246031|046246043|046246056|046246068|046246070|046246082|046246094|046246106|046246118|046246120|046246132|046246144|046246157|046246169|046246171|046246183|046246195|046246207|046246219|046246221|046246233|046246245|046246258|046246260|046246272|046246284|046246296|046246308|046246310|046246322|046246334|046246346|046246359|046246361|046246373|046246385|046246397|046246409|046246411|047639012|047639024|047639036|047639048|047639051|047639063|047639075|047639087|047639099|047639101|047639113|047639125|047639137|047639149|047639152|047639164|047639176|047639188|047639190|047639202|047639214|047639226|047639238|047639240|047639253|047639265|047639277|047639289|047639291|047639303|047639315|047639327|047639339|047639341|047639354|047639366|047639378|047639380|047639392|047639404|047639416|047639428|047639430|047639442|047639455|047639467|047639479|047639481|047639493|047639505|047639517|047639529|047639531|047639543|047639556|047639568|047639570,V03AX,,
SULFURUM IODATUM,DRUG,AIFA anagrafica farmaci,SULFURUM IODATUM,046213017|046213029|046213031|046213043|046213056|046213068|046213070|046213082|046213094|046213106|046213118|046213120|046213132|046213144|046213157|046213169|046213171|046213183|046213195|046213207|046213219|046213221|046213233|046213245|046213258|046213260|046213272|046213284|046213296|046213308|046213310|046213322|046213334|046213346|046213359|046213361|046213373|046213385|046213397|046213409|046213411|046213423|046213435|046213447|046213450|046213462|046213474|046213486|046213498|046213500|046213512|046213524|046213536|046213548|046213551|046213563|046213575|046213587|046213599|046213601|046213613|046213625|046213637|046213649|046213652|046213664|046213676|046213688|046213690|046213702|046213714|046213726|046213738|046213740|046213753|046213765|046213777|046213789|046213791|046213803|046213815|046213827|046213839|046213841|046213854|046213866|046213878|046213880|046213892|046213904|046213916|046213928|046213930|046213942|046213955|046213967|046213979|046213981|046213993|046214019|046214021|046214033|046214045|046214058|046214060,V03AX,,
SULIDAMOR,DRUG,AIFA anagrafica farmaci,SULIDAMOR,028705022,M01AX17,,
SULIQUA,DRUG,AIFA anagrafica farmaci,SULIQUA,045254012|045254024|045254036|045254048|045254051|045254063,A10AE54,,
SULODEXIDE,DRUG,AIFA anagrafica farmaci,SULODEXIDE,022629101|022629113|023707108|023797119|027932019|027932021,B01AB11,,
SULOTAM,DRUG,AIFA anagrafica farmaci,SULOTAM,036953014|036953026|036953038,G04CA02,,
SULOXINA,DRUG,AIFA anagrafica farmaci,SULOXINA,051997017,G04CA53,,
SULPHUR HP LINDA'S,DRUG,AIFA anagrafica farmaci,SULPHUR HP LINDA'S,047235015,V03AX,,
SULPIRIDE,DRUG,AIFA anagrafica farmaci,SULPIRIDE,022576021|022576033|022576045,N05AL01,,
SULPROSTONE,DRUG,AIFA anagrafica farmaci,SULPROSTONE,025998030|025998042,G02AD05,,
SULTIAME,DRUG,AIFA anagrafica farmaci,SULTIAME,050795018|050795020,N03AX03,,
SUMANET,DRUG,AIFA anagrafica farmaci,SUMANET,050972013|050972025|050972037,N02CC,,
